metro_cluster_50km,n_point_cities,matched_GeoNames,countries,population_sum,population_weighted_dP,max_abs_dP,n_material_point_hotspots,cluster_hotspot_flag,material_point_names
313,2,Budapest; Pest,HU,2742789,-0.0018059109837085749,0.0038863109117462,0,False,
329,2,Al Mawşil al Jadīdah; Mosul,IQ,3748597,-0.00269448865676475,0.003823520628428,0,False,
325,2,Zapopan; Guadalajara,MX,2862120,-0.0026240680615032008,0.0037921671925452,0,False,
342,1,San Francisco,US,827526,-0.0037395549434221,0.0037395549434221,0,False,
27,1,Benghazi,LY,757490,0.0036816993522626996,0.0036816993522627,0,False,
28,1,Accra,GH,1963264,0.0036759540436972,0.0036759540436972,0,False,
29,1,Jabalpur,IN,1081677,0.0035819517574923,0.0035819517574923,0,False,
30,6,Quezon City; Caloocan; Manila; Taguig; Antipolo; Pasig City,PH,9472062,0.001182204105579072,0.0034897418002498,0,False,
341,1,Niigata,JP,797591,-0.0034359910290833,0.0034359910290833,0,False,
31,1,Nanchong,CN,1858875,0.0033759501018316,0.0033759501018316,0,False,
32,1,Linfen,CN,959198,0.0033597281576323,0.0033597281576323,0,False,
33,1,Jamshedpur,IN,1339438,0.003275903248584,0.003275903248584,0,False,
340,1,Anqing,CN,804493,-0.0032250734790999,0.0032250734790999,0,False,
339,1,Zhongwei,CN,1174600,-0.0030726814569047,0.0030726814569047,0,False,
338,1,Wuzhong,CN,7202654,-0.0029932514957789,0.0029932514957789,0,False,
34,1,Maracaibo,VE,1752602,0.0029827278373295,0.0029827278373295,0,False,
35,2,Budta; Malingao,PH,2395689,0.0029249833175390588,0.0029638183406366,0,False,
36,1,Dalian,CN,4913879,0.002896224481439,0.002896224481439,0,False,
37,1,Mombasa,KE,1208333,0.0028114281985759,0.0028114281985759,0,False,
38,1,Chennai,IN,4681087,0.0026832935777019,0.0026832935777019,0,False,
39,1,Cartagena,CO,914552,0.0026785270490979,0.0026785270490979,0,False,
40,1,Mandalay,MM,1208099,0.0025833231311815,0.0025833231311815,0,False,
337,1,Dera Ismail Khan,PK,763195,-0.0025807271329828,0.0025807271329828,0,False,
41,1,Ziyang,CN,905729,0.0025591202315672994,0.0025591202315673,0,False,
42,1,Santo Domingo,DO,2201941,0.0024767920648013,0.0024767920648013,0,False,
43,1,Barranquilla,CO,1206319,0.0024053116310744,0.0024053116310744,0,False,
324,2,Rabat; Salé,MA,2628052,-0.0017329059822941571,0.0023555736187819,0,False,
336,1,Tangier,MA,1035141,-0.0023111798347327,0.0023111798347327,0,False,
44,1,Cebu City,PH,965332,0.002276329626615,0.002276329626615,0,False,
296,3,Baghdad; Sadr City; Abū Ghurayb,IQ,9327849,-0.0019081563654211359,0.0022428271673237,0,False,
335,1,Jiujiang,CN,1164268,-0.0022378165702468,0.0022378165702468,0,False,
45,1,Surabaya,ID,2874314,0.0022082061862322,0.0022082061862322,0,False,
46,6,Seoul; Incheon; Suwon; Goyang-si; Seongnam-si; Bucheon-si,KR,17426691,0.0015597607219421906,0.0021926419501853,0,False,
334,1,Antalya,TR,1335002,-0.0021886002904899,0.0021886002904899,0,False,
333,1,Rajshahi,BD,763580,-0.0021503134704165,0.0021503134704165,0,False,
332,1,Fuyang,CN,1768947,-0.0020405435224123,0.0020405435224123,0,False,
47,1,Weinan,CN,1199290,0.002007256314618,0.002007256314618,0,False,
48,1,Alexandria,EG,5263542,0.0019576794418436,0.0019576794418436,0,False,
331,1,Fuzhou,CN,3740000,-0.0019431239035406,0.0019431239035406,0,False,
49,1,Sapporo,JP,1973832,0.001933859674291,0.001933859674291,0,False,
50,1,Nantong,CN,2273326,0.0019166321843848,0.0019166321843848,0,False,
51,1,Auckland,NZ,1547200,0.0019078322068631,0.0019078322068631,0,False,
52,2,Xi’an; Xianyang,CN,10634081,0.0004094622770609619,0.0018758121915692,0,False,
53,1,Hamamatsu,JP,791707,0.0018496808038376,0.0018496808038376,0,False,
54,1,Karachi,PK,11624219,0.0018106153343679,0.0018106153343679,0,False,
330,1,Istanbul,TR,15701602,-0.0017871685276213,0.0017871685276213,0,False,
328,1,Naples,IT,909048,-0.0017659817446177,0.0017659817446177,0,False,
327,1,Valencia,ES,824340,-0.0017649770510182,0.0017649770510182,0,False,
55,2,Kaohsiung; Tainan,TW,4594302,0.0011202646860983293,0.001610778367505,0,False,
326,1,Belgrade,RS,1273651,-0.0015988441037686,0.0015988441037686,0,False,
56,2,Fukuoka; Kitakyushu,JP,2553370,0.0013015941220263839,0.0015969601989614,0,False,
310,2,Lima; Callao,PE,9037002,-0.000596214426884526,0.0015812622489771,0,False,
57,1,Lanzhou,CN,3000000,0.0015712382400322,0.0015712382400322,0,False,
58,1,Hiroshima,JP,1200754,0.0015640616549372,0.0015640616549372,0,False,
59,1,Davao,PH,1848947,0.0015205006009754,0.0015205006009754,0,False,
60,2,Zigong; Neijiang,CN,2513159,0.0008412935028288857,0.0014456937895842,0,False,
61,1,Santiago de los Caballeros,DO,1200000,0.0014016720464758,0.0014016720464758,0,False,
62,1,Port-au-Prince,HT,1234742,0.0013811960865968,0.0013811960865968,0,False,
323,1,Rome,IT,2318895,-0.0013312110117336,0.0013312110117336,0,False,
63,1,Hyderabad,PK,1921275,0.0013306612472312,0.0013306612472312,0,False,
64,1,Nay Pyi Taw,MM,925000,0.0013303005997146,0.0013303005997146,0,False,
65,1,Zhengzhou,CN,4253913,0.0012674802393856,0.0012674802393856,0,False,
66,1,Anyang,CN,1146839,0.0012147377205101,0.0012147377205101,0,False,
322,1,Oran,DZ,803329,-0.0011892114031741,0.0011892114031741,0,False,
321,1,Fes,MA,1191905,-0.0011678201209472,0.0011678201209472,0,False,
67,1,Panzhihua,CN,787177,0.0011250293667992,0.0011250293667992,0,False,
68,1,Bandar Lampung,ID,1166066,0.0010293927583578,0.0010293927583578,0,False,
320,1,Vienna,AT,1691468,-0.0009995313420966,0.0009995313420966,0,False,
69,1,Yangjiang,CN,1292987,0.0009961720420938,0.0009961720420938,0,False,
70,1,Chongqing,CN,7457599,0.0009810779997386,0.0009810779997386,0,False,
319,1,Köln,DE,1024621,-0.0009606448421492,0.0009606448421492,0,False,
71,6,Jakarta; Bekasi; Depok; Tangerang; South Tangerang; Bogor,ID,17695333,0.0005937286002901319,0.0009605569416031,0,False,
318,1,Wuhu,CN,1598165,-0.0009051439761154,0.0009051439761154,0,False,
72,1,Tianshui,CN,1212791,0.000896197666793,0.000896197666793,0,False,
317,1,Erzurum,TR,767848,-0.0008920058235072,0.0008920058235072,0,False,
73,1,Haiphong,VN,2625200,0.0008755768894566,0.0008755768894566,0,False,
74,2,Busan; Changwon,KR,4310849,0.00038269277083989974,0.0008700584934065,0,False,
288,2,Gujranwala; Sialkot,PK,3422935,-0.0002336050375769496,0.0007796467880671,0,False,
75,1,Vadodara,IN,1822221,0.0007753986476834,0.0007753986476834,0,False,
76,1,Langfang,CN,868066,0.0007721279813353,0.0007721279813353,0,False,
316,1,Baotou,CN,2150000,-0.0007702065404044,0.0007702065404044,0,False,
77,1,Hanoi,VN,8053663,0.0007661094018628,0.0007661094018628,0,False,
78,1,Dongying,CN,998968,0.0007503506881893,0.0007503506881893,0,False,
79,2,Taiyuan; Jinzhong,CN,5530290,0.0005944757070804889,0.0007481143005881,0,False,
80,1,Zhenjiang,CN,950516,0.0007220839788225,0.0007220839788225,0,False,
81,3,Cairo; Giza; Shubrā al Khaymah,EG,15214548,0.00020253363806525538,0.00070556806689,0,False,
315,1,Yinchuan,CN,1487579,-0.0006979767837894,0.0006979767837894,0,False,
82,1,Ankang,CN,870126,0.0006825083072400999,0.0006825083072401,0,False,
314,1,Guayaquil,EC,2723665,-0.0006497006440756,0.0006497006440756,0,False,
300,2,Quanzhou; Jinjiang,CN,2885308,-0.00042542469452502575,0.0006216479062742,0,False,
83,4,Pune; Pimpri-Chinchwad; Pimpri; Shivaji Nagar,IN,7136756,0.00022221429609131828,0.0006171175405221,0,False,
84,1,Cali,CO,2392877,0.0006105155087874,0.0006105155087874,0,False,
85,1,Barquisimeto,VE,1240714,0.0005986854645656,0.0005986854645656,0,False,
86,1,Mysuru,IN,920550,0.0005723038697131,0.0005723038697131,0,False,
312,1,Adana,TR,1816750,-0.0005665372238081,0.0005665372238081,0,False,
87,1,Tripoli,LY,1302947,0.0005650613683371,0.0005650613683371,0,False,
88,2,Beirut; Ra’s Bayrūt,LB,3167839,0.00032067847125219067,0.0005301694941249,0,False,
89,1,Yibin,CN,836340,0.0005162069294723,0.0005162069294723,0,False,
90,1,Havana,CU,2163824,0.0005034226792101,0.0005034226792101,0,False,
91,1,Guwahati,IN,962334,0.0005028785885829,0.0005028785885829,0,False,
92,2,Dhaka; Gazipur,BD,13031197,0.00040487787474281697,0.000501866092094,0,False,
93,1,San Jose,US,997368,0.000496426350033,0.000496426350033,0,False,
94,1,Kota,IN,1001694,0.000491096082124,0.000491096082124,0,False,
311,1,Tbilisi,GE,1049498,-0.000482262754851,0.000482262754851,0,False,
95,1,Jiaozuo,CN,865413,0.0004495476012168,0.0004495476012168,0,False,
96,2,Taipei; New Taipei City,TW,11876267,0.0004165218934767463,0.0004195205423698,0,False,
97,1,Agra,IN,1430055,0.00041304537317110005,0.0004130453731711,0,False,
98,1,Linyi,CN,2743843,0.0003796795217104,0.0003796795217104,0,False,
309,1,Huizhou,CN,2900113,-0.0003771200649233,0.0003771200649233,0,False,
99,1,Bhubaneswar,IN,885363,0.0003474043925275,0.0003474043925275,0,False,
100,1,Pingdingshan,CN,979130,0.0003472585029559,0.0003472585029559,0,False,
101,1,Ulsan,KR,1098421,0.0003399052354951,0.0003399052354951,0,False,
308,1,Kayseri,TR,1452458,-0.0003388840098605,0.0003388840098605,0,False,
301,2,Huainan; Bengbu,CN,2639610,-0.00026897732620558,0.0003342250636843,0,False,
102,1,Natal,BR,896708,0.0003325867328523,0.0003325867328523,0,False,
103,2,Wenzhou; Rui’an,CN,3577383,0.0002448985936255415,0.0003306022888904,0,False,
307,1,Sofia,BG,1152556,-0.0003294000406889,0.0003294000406889,0,False,
104,1,Panjin,CN,1166481,0.0003149296385248,0.0003149296385248,0,False,
306,1,Malatya,TR,750491,-0.0003126091903371,0.0003126091903371,0,False,
305,1,Algiers,DZ,2364230,-0.0003050398441828,0.0003050398441828,0,False,
304,1,Trujillo,PE,919899,-0.0002982185846655,0.0002982185846655,0,False,
105,1,Managua,NI,973087,0.0002791380982256,0.0002791380982256,0,False,
303,1,Bahawalpur,PK,903795,-0.0002729492771905,0.0002729492771905,0,False,
106,1,Ottawa,CA,1017449,0.0002719925024275,0.0002719925024275,0,False,
302,1,İzmir,TR,2938292,-0.0002703422480119,0.0002703422480119,0,False,
107,1,Beijing,CN,18960744,0.0002529408037319,0.0002529408037319,0,False,
108,1,Jepara,ID,1257912,0.00024401756337889997,0.0002440175633789,0,False,
109,1,Daegu,KR,2365523,0.000217891965716,0.000217891965716,0,False,
110,1,Bengaluru,IN,8495492,0.0002141837252329,0.0002141837252329,0,False,
299,1,Bursa,TR,3101833,-0.0002096325866145,0.0002096325866145,0,False,
111,1,Kingston,JM,937700,0.0001636288480058,0.0001636288480058,0,False,
298,1,Jalandhar,IN,868929,-0.0001559091938008,0.0001559091938008,0,False,
297,1,Xinyang,CN,1230042,-0.0001533313902071,0.0001533313902071,0,False,
112,1,Medan,ID,2435252,0.0001521960233025,0.0001521960233025,0,False,
295,1,Karbala,IQ,1218732,-0.0001279146362438,0.0001279146362438,0,False,
113,1,Sendai,JP,1096704,0.0001260206090287,0.0001260206090287,0,False,
114,2,Bogotá; Kennedy,CO,8654280,0.00011455380824912634,0.0001202890283737,0,False,
294,1,Milan,IT,1371498,-0.0001163008848194,0.0001163008848194,0,False,
293,1,Putian,CN,1539389,-0.0001160814337147,0.0001160814337147,0,False,
267,2,Tijuana; San Diego,MX; US,3326975,-4.821066548321319e-05,0.000112629316547,0,False,
292,1,Cochabamba,BO,841276,-0.0001074989858086,0.0001074989858086,0,False,
115,1,Luoyang,CN,1390581,9.478375575265922e-05,9.478375575265922e-05,0,False,
116,1,Palembang,ID,1668848,9.042149292762258e-05,9.042149292762258e-05,0,False,
117,1,Baoji,CN,1437802,8.616546833398013e-05,8.616546833398013e-05,0,False,
118,2,Al Başrah al Qadīmah; Basrah,IQ,3342047,7.659041462962075e-05,8.563931653143841e-05,0,False,
291,1,Qujing,CN,1408500,-7.425047756744359e-05,7.425047756744359e-05,0,False,
290,1,Nanjing,CN,9314685,-6.38610302273468e-05,6.38610302273468e-05,0,False,
119,1,Khulna,BD,1500689,6.173769196178179e-05,6.173769196178179e-05,0,False,
120,1,Xinxiang,CN,1047088,5.675551645155852e-05,5.675551645155852e-05,0,False,
121,1,Sholapur,IN,997281,5.45804768456626e-05,5.45804768456626e-05,0,False,
122,1,Liupanshui,CN,1320825,5.177748474642641e-05,5.1777484746426405e-05,0,False,
289,1,Amritsar,IN,1159227,-5.011482914793282e-05,5.011482914793282e-05,0,False,
123,3,Kuala Lumpur; Kampung Baru Subang; Petaling Jaya,MY,3095425,1.3896382499323072e-05,4.014157512375032e-05,0,False,
124,1,Chengdu,CN,13568357,3.854409003034229e-05,3.854409003034229e-05,0,False,
125,1,Changzhi,CN,1214940,3.543453867513183e-05,3.543453867513183e-05,0,False,
287,1,Datong,CN,1850000,-3.378351124176497e-05,3.378351124176497e-05,0,False,
286,1,Anshun,CN,765313,-3.289734126340777e-05,3.289734126340777e-05,0,False,
285,1,Bucharest,RO,1877155,-3.198525018772758e-05,3.198525018772758e-05,0,False,
126,1,Taizhou,CN,1607108,3.165049655297781e-05,3.165049655297781e-05,0,False,
284,1,Chandigarh,IN,970602,-3.082547473202998e-05,3.082547473202998e-05,0,False,
127,1,Multan,PK,2169915,2.747009937493442e-05,2.747009937493442e-05,0,False,
128,1,Liaocheng,CN,1229768,2.5218804814582957e-05,2.5218804814582957e-05,0,False,
129,1,Valencia,VE,1619470,2.46839178901176e-05,2.46839178901176e-05,0,False,
130,1,Kallakurichi,IN,1682687,2.4281377783598855e-05,2.4281377783598855e-05,0,False,
131,1,Heze,CN,1346717,2.251571264893885e-05,2.251571264893885e-05,0,False,
132,1,Caracas,VE,3000000,2.042034761258471e-05,2.042034761258471e-05,0,False,
133,1,Baoshan,CN,935618,1.8027984983073723e-05,1.8027984983073723e-05,0,False,
266,6,Mexico City; Iztapalapa; Ecatepec de Morelos; Gustavo Adolfo Madero; Ciudad Nezahualcoyotl; Naucalpan de Juárez,MX,18872445,-7.586285664910859e-06,1.7247795541052162e-05,0,False,
282,1,Lüliang,CN,3346500,-1.640366162603918e-05,1.640366162603918e-05,0,False,
281,1,Faisalabad,PK,3800193,-1.6148091151211018e-05,1.6148091151211018e-05,0,False,
134,1,Handan,CN,1358318,1.4961671246194909e-05,1.4961671246194909e-05,0,False,
135,1,Indore,IN,1994397,1.4940004805608672e-05,1.4940004805608672e-05,0,False,
136,1,Kolwezi,CD,790248,1.3818388655759344e-05,1.3818388655759344e-05,0,False,
280,1,Sargodha,PK,975886,-1.3383785385165867e-05,1.3383785385165867e-05,0,False,
137,1,Taichung,TW,2850285,1.254850314375e-05,1.254850314375e-05,0,False,
279,1,Guatemala City,GT,994938,-1.2242415083635633e-05,1.2242415083635633e-05,0,False,
278,1,Yerevan,AM,1144700,-1.0340446264539603e-05,1.0340446264539603e-05,0,False,
277,1,San Pedro Sula,HN,801259,-9.045056744078246e-06,9.045056744078246e-06,0,False,
138,1,Aurangabad,IN,1175116,8.714882584437593e-06,8.714882584437593e-06,0,False,
139,2,Shenyang; Fushun,CN,8450646,6.227768278927386e-06,7.412707708519327e-06,0,False,
140,1,Blantyre,MW,902588,6.680133844755168e-06,6.680133844755168e-06,0,False,
276,1,Maoming,CN,1307802,-6.469737210338181e-06,6.469737210338181e-06,0,False,
275,1,Santa Cruz de la Sierra,BO,1831434,-4.5691481460386255e-06,4.5691481460386255e-06,0,False,
274,1,Ahvaz,IR,841145,-4.5536664083144045e-06,4.5536664083144045e-06,0,False,
273,1,Alīgarh,IN,753207,-4.293349599803528e-06,4.293349599803528e-06,0,False,
141,1,Xuchang,CN,1265536,3.616357162117631e-06,3.616357162117631e-06,0,False,
142,1,Anshan,CN,1450000,2.976771155298167e-06,2.976771155298167e-06,0,False,
143,1,Lubumbashi,CD,2221925,2.839621737117903e-06,2.839621737117903e-06,0,False,
144,1,Addis Ababa,ET,3860000,2.8194569339276605e-06,2.8194569339276605e-06,0,False,
145,1,Comilla,BD,1030000,2.6682216159197027e-06,2.6682216159197027e-06,0,False,
272,1,Culiacán,MX,808416,-2.0974711869263264e-06,2.0974711869263264e-06,0,False,
154,3,Jieyang; Chaozhou; Puning,CN,4525293,-6.761781793464856e-07,2.0551410850402907e-06,0,False,
271,1,Gaziantep,TR,2222415,-2.0395743919534905e-06,2.0395743919534905e-06,0,False,
270,1,Rawalpindi,PK,3357612,-2.02388264592984e-06,2.02388264592984e-06,0,False,
269,1,Los Angeles,US,3820914,-1.986593470939321e-06,1.986593470939321e-06,0,False,
146,1,Jerusalem,IL,971800,1.707265361990725e-06,1.707265361990725e-06,0,False,
147,1,Pyongyang,KP,3222000,1.532334130254123e-06,1.532334130254123e-06,0,False,
268,1,Lusaka,ZM,2212301,-1.2905227307220935e-06,1.2905227307220935e-06,0,False,
265,1,Peshawar,PK,4758762,-9.310823135779052e-07,9.310823135779052e-07,0,False,
148,4,Osaka; Kobe; Kyoto; Sakai,JP,6568898,2.0042466425843539e-07,8.994660704178545e-07,0,False,
149,1,Malang,ID,847182,8.776195985724528e-07,8.776195985724528e-07,0,False,
150,1,Medellín,CO,1999979,8.566869730858729e-07,8.566869730858729e-07,0,False,
264,2,Ankara; Çankaya,TR,4309371,-5.662690681025525e-07,7.44889846432645e-07,0,False,
151,1,Damascus,SY,1569394,6.73029755562284e-07,6.73029755562284e-07,0,False,
152,1,Gwangju,KR,1401235,6.674624721634217e-07,6.674624721634217e-07,0,False,
153,2,Amman; Zarqa,JO,2068522,4.007066626629051e-07,6.400844697075083e-07,0,False,
155,1,Qingyang,CN,2125400,5.39952270602856e-07,5.39952270602856e-07,0,False,
156,1,Salem,IN,917414,4.997142860270237e-07,4.997142860270237e-07,0,False,
157,1,Kunming,CN,3855346,3.356685715909279e-07,3.356685715909279e-07,0,False,
158,2,Coimbatore; Tiruppur,IN,3100089,1.0311660713586734e-07,3.315665642735338e-07,0,False,
263,1,Santiago de Querétaro,MX,1594212,-2.7608675705370773e-07,2.7608675705370773e-07,0,False,
159,1,Meishan,CN,1107742,2.3526340848704938e-07,2.3526340848704938e-07,0,False,
262,1,Tashkent,UZ,1978028,-1.6091052581911517e-07,1.6091052581911517e-07,0,False,
160,1,Tangshan,CN,3372102,1.5904333389553664e-07,1.5904333389553664e-07,0,False,
161,1,Weifang,CN,2044028,1.348122234628772e-07,1.348122234628772e-07,0,False,
162,2,Johannesburg; Soweto,ZA,11113230,3.3751686258473264e-08,1.1792560651695025e-07,0,False,
163,1,Lucknow,IN,2472011,9.315278130211076e-08,9.315278130211076e-08,0,False,
164,1,Xining,CN,1677177,6.044792135420331e-08,6.044792135420331e-08,0,False,
165,2,Daejeon; Cheongju-si,KR,2293350,3.773951344162877e-08,6.005393629582567e-08,0,False,
166,1,Dodoma,TZ,765179,5.6511767885969806e-08,5.6511767885969806e-08,0,False,
167,1,Gwalior,IN,1054420,4.8166977239862135e-08,4.8166977239862135e-08,0,False,
261,1,Erbil,IQ,1612700,-3.4498440596081335e-08,3.4498440596081335e-08,0,False,
260,1,Kabul,AF,4434550,-2.7802184407922652e-08,2.7802184407922652e-08,0,False,
259,1,Mexicali,MX,1032686,-2.532261139990073e-08,2.532261139990073e-08,0,False,
258,1,Chuzhou,CN,782671,-1.8183707722217105e-08,1.8183707722217105e-08,0,False,
168,1,Sanhe,CN,965075,1.2834426076257588e-08,1.2834426076257588e-08,0,False,
169,1,Rājkot,IN,1390640,8.910568479958237e-09,8.910568479958237e-09,0,False,
257,1,Santiago,CL,4837295,-8.392798256101334e-09,8.392798256101334e-09,0,False,
256,1,León de los Aldama,MX,1579803,-8.334039205856399e-09,8.334039205856399e-09,0,False,
170,1,Bandung,ID,2444160,7.836513003651931e-09,7.836513003651931e-09,0,False,
171,1,Zhaotong,CN,787845,7.738392314048773e-09,7.738392314048773e-09,0,False,
172,1,Ashgabat,TM,1030063,6.8795958355776e-09,6.8795958355776e-09,0,False,
255,1,Meizhou,CN,992351,-6.1828303432702285e-09,6.1828303432702285e-09,0,False,
173,1,Mianyang,CN,1550000,4.477183212607225e-09,4.477183212607225e-09,0,False,
254,1,Homs,SY,775404,-3.827970111359048e-09,3.827970111359048e-09,0,False,
253,1,Almaty,KZ,1977011,-3.1209875317509502e-09,3.1209875317509502e-09,0,False,
174,1,Dhanbad,IN,1196214,2.6695712131150403e-09,2.6695712131150403e-09,0,False,
175,1,Ahmedabad,IN,6357693,2.659089633979322e-09,2.659089633979322e-09,0,False,
252,1,Eskişehir,TR,921630,-2.6101603665541622e-09,2.6101603665541622e-09,0,False,
251,1,Hohhot,CN,2350000,-2.173099577262619e-09,2.173099577262619e-09,0,False,
250,1,Jaipur,IN,3046163,-2.020510392213274e-09,2.020510392213274e-09,0,False,
176,1,Hubballi,IN,943788,1.7955698116368267e-09,1.7955698116368267e-09,0,False,
249,1,Bannu,PK,1357890,-1.385564428971799e-09,1.385564428971799e-09,0,False,
248,1,Arequipa,PE,1008290,-1.160156761248708e-09,1.160156761248708e-09,0,False,
247,1,Córdoba,AR,2106734,-1.090670243149346e-09,1.090670243149346e-09,0,False,
177,1,Xingtai,CN,798770,8.13152979229807e-10,8.13152979229807e-10,0,False,
246,1,Kathmandu,NP,1442271,-4.003091103841454e-10,4.0030911038414537e-10,0,False,
245,1,Aleppo,SY,2098210,-3.5505559854338794e-10,3.5505559854338794e-10,0,False,
244,1,Hefei,CN,5050000,-3.039325166400886e-10,3.039325166400886e-10,0,False,
243,1,Lu’an,CN,1644344,-2.9397889367935817e-10,2.9397889367935817e-10,0,False,
178,1,Suzhou,CN,1647642,1.9809157802246186e-10,1.9809157802246186e-10,0,False,
179,1,Nairobi,KE,4397073,1.6194035317150484e-10,1.6194035317150484e-10,0,False,
242,1,Kirkuk,IQ,1031000,-1.42369293986186e-10,1.42369293986186e-10,0,False,
180,1,Nanyang,CN,1811812,1.4083278971349363e-10,1.4083278971349363e-10,0,False,
181,1,Suqian,CN,1437685,1.2165583482653268e-10,1.2165583482653268e-10,0,False,
241,1,Quito,EC,2781641,-9.063210276745263e-11,9.063210276745264e-11,0,False,
182,1,Zaozhuang,CN,899753,6.208339533298919e-11,6.208339533298919e-11,0,False,
183,1,Bijie,CN,1137383,5.496625048199433e-11,5.496625048199433e-11,0,False,
240,1,Ordos,CN,1940653,-3.3855016304000286e-11,3.3855016304000286e-11,0,False,
184,1,Madurai,IN,1465625,2.736282228411879e-11,2.7362822284118792e-11,0,False,
185,1,Baoding,CN,2739887,2.487502840140006e-11,2.4875028401400063e-11,0,False,
186,1,Pekanbaru,ID,1085000,2.2480577588317292e-11,2.2480577588317292e-11,0,False,
237,2,Tehran; Karaj,IR,8601384,-1.0090168461752956e-11,1.5877973888164904e-11,0,False,
239,1,Hermosillo,MX,812229,-1.3432238777995402e-11,1.3432238777995403e-11,0,False,
187,1,Shangqiu,CN,1859723,1.0846740032236544e-11,1.0846740032236544e-11,0,False,
238,1,Marrakesh,MA,995871,-9.574982613199164e-12,9.574982613199164e-12,0,False,
188,1,Kigali,RW,1132686,8.584281793849532e-12,8.584281793849532e-12,0,False,
189,1,Nampula,MZ,770379,7.784971441841527e-12,7.784971441841527e-12,0,False,
190,2,Taiz; Ibb,YE,1712114,2.6257026718837848e-12,4.753116036940412e-12,0,False,
191,1,Changchun,CN,4714996,3.708277976184314e-12,3.708277976184314e-12,0,False,
236,1,Shymkent,KZ,1200000,-2.218793898742697e-12,2.218793898742697e-12,0,False,
192,1,Teni,IN,1034724,1.8471710406842525e-13,1.8471710406842525e-13,0,False,
193,1,Ulan Bator,MN,844818,1.2792988126430438e-13,1.2792988126430438e-13,0,False,
235,1,Sulaymaniyah,IQ,878146,-1.243862992681345e-13,1.243862992681345e-13,0,False,
194,1,Hyderabad,IN,6993262,1.0289186043373681e-13,1.028918604337368e-13,0,False,
234,1,Gorakhpur,IN,1324570,-4.405112279938319e-14,4.405112279938319e-14,0,False,
