name,country,lat,lon,population,P0,pga_475_g,wtd,recent_trend_cm_yr,dP,dP_lo,dP_hi,fdr_sig,is_material_hotspot,direction,recent_cumulative_dTWS_cm,recent_cumulative_water_table_rise_m_sy010,annualized_dP_per_year,liquefaction_sensitivity_per_m_rise,water_table_rise_trigger_m_for_plus0p01,trigger_reachable_before_surface,years_to_trigger_at_recent_rise_sy010,linearized_dP_sy010,distance_to_coast_km,metro_cluster_50km,grace_scale_cluster_300km
Zhabei,CN,31.25861,121.45972,840000,0.2809287858449564,0.0543976236497186,3.0365453574426056,0.6576,0.0044447278430762,0.0012136954300911,0.0078690591103459,True,False,sub-material increase,6.576,0.6576,0.00044447278430762,0.006726859844183547,1.4709232230312528,True,22.368053878212486,0.0044235830335351,14.506848567773114,20,5
Pest,HU,47.5,19.08333,1001748,0.27959835724024273,0.07254013,6.62241550316628,-0.5819,-0.0038863109117462,-0.006880978777887,-0.0011959561149553,True,False,sub-material decrease,-5.819,-0.5819,-0.00038863109117462,0.006707389758431052,1.475052329043045,True,,-0.003903030100431029,420.6259584508852,313,75
Luohe,CN,33.57424,114.03261,1294974,0.27842975736089753,0.0534729595322506,11.520561532005845,0.5955,0.0040014589304054,-4.663995172381743e-05,0.0086341412393811,False,False,sub-material increase,5.955,0.5954999999999999,0.00040014589304054,0.00669019069830908,1.4787196283110842,True,24.831563867524505,0.003984008560843057,491.4947661133379,25,5
Istanbul,TR,41.01384,28.94966,15701602,0.2697860120091842,0.4327548,2.6398107881285,-0.273,-0.0017871685276213,-0.0040680138338839,0.0003848638543282,False,False,sub-material decrease,-2.7300000000000004,-0.273,-0.00017871685276213,0.006560150607121039,1.507063769833142,True,,-0.0017909211157440437,0.5690703834498371,330,28
Fuyang,CN,32.9,115.81667,1768947,0.2692389500801895,0.06560592,3.8452735179675415,-0.3122,-0.0020405435224123,-0.004374364646277,7.37581042206112e-06,False,False,sub-material decrease,-3.122,-0.3122,-0.00020405435224123,0.006551752950068895,1.508932410976898,True,,-0.002045457271011509,360.62236970725553,332,5
Chennai,IN,13.08784,80.27847,4681087,0.2607011320522958,0.08934973,8.041504539559014,0.4167,0.0026832935777019,0.0010730789082865,0.0045235594281931,True,False,sub-material increase,4.167,0.41669999999999996,0.00026832935777019,0.006418110524904943,1.539320085237202,True,36.94072678754984,0.0026744266557278892,1.7356817920194747,38,14
Seattle,US,47.60621,-122.33207,780995,0.2586282815817057,0.3056356000013193,6.8513008316166975,-1.0623,-0.0067245943704312,-0.0120283033292774,-0.0017603242673745,True,False,sub-material decrease,-10.623000000000001,-1.0623,-0.00067245943704312,0.0063849317951417284,1.5470586523094099,True,,-0.006782713045979058,1.0029095226957891,348,81
Dar es Salaam,TZ,-6.82349,39.26951,5383728,0.2553153425850038,0.109765000000553,8.361943999389666,1.5505,0.0099400650158641,0.0038461988486549,0.0167379941406086,True,False,sub-material increase,15.504999999999999,1.5504999999999998,0.00099400650158641,0.006331309633576009,1.5597343040348939,True,10.059556943146688,0.0098166955868596,1.4221015900347755,3,3
Nagoya,JP,35.18147,136.90641,2332176,0.2520813183052804,0.4578695,12.802319371328338,0.664,0.0041915709353172,0.0014601161438896,0.0073164946180869,True,False,sub-material increase,6.640000000000001,0.6639999999999999,0.00041915709353172,0.006278259697982853,1.572484393372388,True,23.681993876090182,0.004168764439460614,10.286121018355862,24,1
Shanghai,CN,31.22222,121.45806,24874500,0.24169870341881028,0.05296031,0.2899214160372594,0.6576,0.0017738693845824,0.0011479908468059,0.0017738693845824,True,False,sub-material increase,6.576,0.6576,0.00017738693845824,0.00610323865814306,1.6160937937363276,False,24.575635549518367,0.004013489741594876,18.061217478741458,20,5
Tangier,MA,35.76727,-5.79975,1035141,0.2370975303798771,0.2055809999960579,2.441443503471476,-0.385,-0.0023111798347327,-0.0038695817045767,-0.0008934101483922,True,False,sub-material decrease,-3.85,-0.38499999999999995,-0.00023111798347327,0.006023380305872425,1.636818099083387,True,,-0.0023190014177608834,3.107309122440449,336,59
Bhiwandi,IN,19.30023,73.05881,874032,0.23663864969112508,0.125094701840259,3.2349126420996868,1.4173,0.0086312201636333,0.0028146479064968,0.0156682008848642,True,False,sub-material increase,14.173,1.4172999999999998,0.00086312201636333,0.0060153386121440874,1.6389349266945763,True,11.563782732622425,0.008525539414991814,5.510253283387274,2,2
Putuo,CN,31.251,121.3897,1239100,0.23569380193435863,0.0503584899999993,2.1972991531243338,0.6576,0.003967574017243,0.0011085859492778,0.0072150865603816,True,False,sub-material increase,6.576,0.6576,0.0003967574017243,0.0059987363810140625,1.643322755500985,True,24.98970126978384,0.003944769044154847,19.621425547411096,20,5
Taguig,PH,14.5243,121.0792,1308085,0.2355606880829783,0.3682486999999998,5.684341886080804e-14,0.3367,3.8857805861880484e-16,3.8857805861880484e-16,3.8857805861880484e-16,True,False,sub-material increase,3.367,0.33669999999999994,3.885780586188048e-17,0.005996392615417975,1.6439441110289226,False,48.82518892274793,0.0020189853936112318,10.262590930682526,30,11
San Francisco,US,37.77493,-122.41942,827526,0.2341235220522893,0.414144,6.530861371786102,-0.6298,-0.0037395549434221,-0.0078360229018302,-0.0001859330755958,True,False,sub-material decrease,-6.298,-0.6297999999999999,-0.00037395549434221,0.005971012959188214,1.6507031212941279,True,,-0.0037605439616967364,2.871752612667218,342,30
Callao,PE,-12.05162,-77.13452,1300000,0.23242824210874458,0.5972655999999986,5.684341886080804e-14,-0.2668,-0.0015812622489771,-0.0031700957272176,-0.0002894820556845,True,False,sub-material decrease,-2.6679999999999997,-0.2667999999999999,-0.00015812622489771,0.0059408983008201474,1.6587965281744597,False,,-0.001585031666658815,2.6418648431257825,310,74
Alexandria,EG,31.20176,29.91582,5263542,0.22997029683447354,0.106489699999422,6.28671702143896,0.331,0.0019576794418436,0.0005205754538679,0.0035887035945086,True,False,sub-material increase,3.31,0.33099999999999996,0.00019576794418436,0.005896895848297645,1.6707678715239853,True,50.47637074090591,0.0019518725257865201,1.4910171735848954,48,20
Semarang,ID,-6.99306,110.42083,1653524,0.22966748066705722,0.1518648833245408,5.684341886080804e-14,0.2262,3.6082248300317592e-16,-0.0004933538792646,3.6082248300317592e-16,False,False,sub-material increase,2.262,0.2262,3.6082248300317595e-17,0.005891446955403767,1.6722624838533677,False,73.9284917707059,0.0013326453013123322,3.687673874702902,196,19
Fuzhou,CN,26.06139,119.30611,3740000,0.22937965634004787,0.051719552891057,6.744487678339851,-0.3311,-0.0019431239035406,-0.0047462480917001,0.0005248478189355,False,False,sub-material decrease,-3.311,-0.3311,-0.00019431239035405998,0.0058862621655924015,1.673687168526492,True,,-0.001948941403027644,2.5539335553755724,331,8
Thāne,IN,19.19704,72.96355,1841488,0.22787742868701172,0.1226549788237301,2.0904859998474308,1.4173,0.0084105762061177,0.0026785993876646,0.0124797601303733,True,False,sub-material increase,14.173,1.4172999999999998,0.0008410576206117701,0.0058591118958608536,1.6811878568472318,True,11.861905431787426,0.008304119290003586,3.7974994838586196,2,2
Qinhuangdao,CN,39.94104,119.58936,759718,0.2269505878939417,0.1847800918294732,1.1596856641489808,0.7283,0.0042830898810408,0.0015137770350567,0.0068465577570488,True,False,sub-material increase,7.2829999999999995,0.7282999999999998,0.00042830898810407997,0.005842285817666247,1.6858705635553366,False,23.14802366545842,0.0042549367610063265,4.0203159583287285,23,5
Haikou,CN,20.03421,110.34651,2873358,0.22536624203154929,0.0606846,1.4190890363927906,0.8239,0.0048257107875001,0.0010604850959056,0.0083566162214119,True,False,sub-material increase,8.238999999999999,0.8238999999999999,0.00048257107875001004,0.00581339075617141,1.6939739440360926,False,20.56043141201715,0.0047896526440096236,2.162402121684889,19,8
Dombivali,IN,19.21667,73.08333,1247327,0.2247228330713731,0.1242170029365362,3.8452735179675415,1.4173,0.0083292880236759,0.0026620227838969,0.0145805491083424,True,False,sub-material increase,14.173,1.4172999999999998,0.00083292880236759,0.005801608629546038,1.6973008029228005,True,11.975593049621114,0.008222619910655598,3.538018292708381,2,2
Barcelona,VE,10.1384,-64.68769,815141,0.22435511399956032,0.1565541,5.95101853971164,0.9569,0.0055937627238466,0.0010259838369734,0.0109662133452184,True,False,sub-material increase,9.568999999999999,0.9569,0.0005593762723846601,0.0057948625641660945,1.6992116111424136,True,17.757462756217095,0.005545103987650536,4.488523015994694,12,6
Cali,CO,3.43054,-76.5199,2392877,0.21977284906362302,0.3503494944669512,0.106813153276903,0.1145,0.0006105155087874,-0.0003694286458395,0.0006105155087874,False,False,sub-material increase,1.145,0.11449999999999999,6.105155087874e-05,0.005710042371140098,1.7236133131049012,False,150.53391380828833,0.0006537998514955412,71.88524431338931,84,26
Hanzhong,CN,33.07507,107.02214,1006557,0.21900588444603977,0.1400477000011399,3.64690623331046,0.6823,0.003910982978689,0.0012029459282103,0.0067580173646172,True,False,sub-material increase,6.823,0.6822999999999999,0.0003910982978689,0.005695708823900788,1.7278070397516994,True,25.32327480216473,0.003886182130547507,1129.9503386779763,26,5
Huizhou,CN,23.11147,114.41523,2900113,0.21742360677308598,0.0866846999999999,18.49393453879611,-0.0666,-0.0003771200649233,-0.0023433196503335,0.0015858234163735,False,False,sub-material decrease,-0.666,-0.06659999999999999,-3.771200649233e-05,0.00566601438029592,1.7365610202914405,True,,-0.0003773565577277082,44.76148478230771,309,8
Antalya,TR,36.90812,30.69556,1335002,0.2084369065286542,0.2329981000000742,5.684341886080804e-14,-0.3999,-0.0021886002904899,-0.0043491335527832,-0.0002732846968439,True,False,sub-material decrease,-3.9989999999999997,-0.3999,-0.00021886002904899002,0.0054941990520964625,1.789025110972689,False,,-0.0021971302009333752,2.047429226417349,334,28
Taiyuan,CN,37.86944,112.56028,4303673,0.205668978830565,0.1791104881897064,0.1373311970702957,0.6424,0.0007481143005881,0.0006934087391053,0.0007481143005881,True,False,sub-material increase,6.4239999999999995,0.6423999999999999,7.481143005881e-05,0.005440196024246009,1.8061824265481006,False,28.116164796825977,0.0034947819259756358,443.08074964770356,79,5
Kanpur,IN,26.46523,80.34975,2823249,0.2026506374537788,0.0874991899999999,13.42793926909286,1.095,0.0059558101069985,0.000963818175543,0.0116741145169482,True,False,sub-material increase,10.95,1.0949999999999998,0.00059558101069985,0.0053807257745587525,1.8254649754920933,True,16.670913018192635,0.005891894723141833,878.4503563959049,11,2
Kingston,JM,17.99702,-76.79358,937700,0.20161006925165487,0.3996163345675977,0.0305180437934495,0.2704,0.0001636288480058,0.0001636288480058,0.0001636288480058,True,False,sub-material increase,2.7039999999999997,0.2704,1.636288480058e-05,0.005360082859292327,1.8322556504590901,False,67.76093381875334,0.001449366405152645,3.620369011699103,111,34
Mombasa,KE,-4.05466,39.66359,1208333,0.19898803448474553,0.0996536100001263,18.50919356069278,0.5269,0.0028114281985759,0.0011204678584026,0.004696259038271,True,False,sub-material increase,5.269,0.5268999999999999,0.00028114281985759,0.005307746827334221,1.849702546803729,True,35.1053814158992,0.0027966518033224006,2.0871898205220156,37,13
Guwahati,IN,26.1844,91.7458,962334,0.1974719355127817,0.5471443669493168,11.734187838559592,0.0952,0.0005028785885829,-0.0038115577722043,0.0047189884872142,False,False,sub-material increase,0.9520000000000001,0.0952,5.028785885829e-05,0.005277276447580663,1.860015387319848,True,195.37976757561427,0.0005023967178096791,308.36586213907407,91,2
Anqing,CN,30.51365,117.04723,804493,0.19421839173042857,0.0734550466256087,5.684341886080804e-14,-0.6228,-0.0032250734790999,-0.0069603266215168,3.3306690738754696e-16,False,False,sub-material decrease,-6.228,-0.6227999999999999,-0.00032250734790999,0.005211370347867677,1.8827229435713575,False,,-0.003245641452651989,299.47439343765177,340,5
Port-au-Prince,HT,18.54349,-72.33881,1234742,0.19231560023574856,0.412546161369622,10.833905546654478,0.2663,0.0013811960865968,0.0003490050206672,0.0025979786018036,True,False,sub-material increase,2.663,0.2663,0.00013811960865968,0.00517249932771902,1.8963795630875098,True,71.21215032247503,0.0013774365709715748,0.8166687863346503,62,17
Santiago de los Caballeros,DO,19.45036,-70.69085,1200000,0.191695307122232,0.5522715806493135,18.02090485999849,0.2709,0.0014016720464758,0.0002620946555143,0.0027149906755611,True,False,sub-material increase,2.7089999999999996,0.2708999999999999,0.00014016720464758,0.005159775604439854,1.9008932732091,True,70.16955604315615,0.001397783211242756,35.85531780944298,61,17
Tokyo,JP,35.6895,139.69171,9733276,0.190982890999505,0.605276,5.432211795223964,1.5877,0.0083026372584477,0.0032484227166512,0.0144348148566394,True,False,sub-material increase,15.876999999999999,1.5877,0.0008302637258447701,0.0051451305972877075,1.9061154212602043,True,12.005513769983024,0.008168923849313692,7.757012464687056,1,1
Naples,IT,40.85216,14.26811,909048,0.19023174659801528,0.1617050012910862,0.5951018539711868,-0.3455,-0.0017659817446177,-0.0034909986258976,-0.0002052574509794,True,False,sub-material decrease,-3.4549999999999996,-0.3455,-0.00017659817446177,0.005129652851836651,1.9116660133772339,False,,-0.0017722950603095628,1.492898685712159,328,78
