name,country,pgv_per_pga_k,specific_yield,trend_multiplier,dP,is_material,sign_reversed_from_baseline
Delhi,IN,60,0.15,1.0,-0.0068223383707745,False,False
Lahore,PK,60,0.15,1.0,-0.0083218964226075,False,False
Ludhiana,IN,60,0.15,1.0,-0.0091389859228865,False,False
Yokohama,JP,60,0.15,1.2,0.0105593586666827,True,False
Bhayandar,IN,60,0.15,1.2,0.0092638097524193,False,False
Mumbai,IN,60,0.15,1.2,0.0081698472301366,False,False
Delhi,IN,60,0.15,1.2,-0.0081570637559893,False,False
Lahore,PK,60,0.15,1.2,-0.0099102507254014,False,False
Ludhiana,IN,60,0.15,1.2,-0.0108046927413074,True,False
Yokohama,JP,60,0.15,1.5,0.0132013995043222,True,False
Bhayandar,IN,60,0.15,1.5,0.0115869620336602,True,False
Mumbai,IN,60,0.15,1.5,0.0102298447747641,True,False
Delhi,IN,60,0.15,1.5,-0.010140725631031,True,False
Lahore,PK,60,0.15,1.5,-0.0122466300978798,True,False
Ludhiana,IN,60,0.15,1.5,-0.0132085913983448,True,False
Yokohama,JP,60,0.2,0.5,0.0032979702480269,False,False
Bhayandar,IN,60,0.2,0.5,0.0028897807211081,False,False
Mumbai,IN,60,0.2,0.5,0.0025409035954761,False,False
Delhi,IN,60,0.2,0.5,-0.0025875585936141,False,False
Lahore,PK,60,0.2,0.5,-0.003196125054908,False,False
Ludhiana,IN,60,0.2,0.5,-0.0035912615955701,False,False
Yokohama,JP,60,0.2,0.8,0.0052776241206373,False,False
Bhayandar,IN,60,0.2,0.8,0.0046259493811372,False,False
Mumbai,IN,60,0.2,0.8,0.004070784945948,False,False
Delhi,IN,60,0.2,0.8,-0.0041232474760622,False,False
Lahore,PK,60,0.2,0.8,-0.0050700349921599,False,False
Ludhiana,IN,60,0.2,0.8,-0.0056498184933821,False,False
Yokohama,JP,60,0.2,1.0,0.0065977183450626,False,False
Bhayandar,IN,60,0.2,1.0,0.0057843282857734,False,False
Mumbai,IN,60,0.2,1.0,0.0050929165203301,False,False
Delhi,IN,60,0.2,1.0,-0.0051400500004517,False,False
Lahore,PK,60,0.2,1.0,-0.006301327948943,False,False
Ludhiana,IN,60,0.2,1.0,-0.006983405439679,False,False
Yokohama,JP,60,0.2,1.2,0.0079180511086778,False,False
Bhayandar,IN,60,0.2,1.2,0.0069434394723802,False,False
Mumbai,IN,60,0.2,1.2,0.0061168086896488,False,False
Delhi,IN,60,0.2,1.2,-0.0061512771735663,False,False
Lahore,PK,60,0.2,1.2,-0.0075183797279478,False,False
Ludhiana,IN,60,0.2,1.2,-0.008286679148448,False,False
Yokohama,JP,60,0.2,1.5,0.0098989572756352,False,False
Bhayandar,IN,60,0.2,1.5,0.0086834525259521,False,False
Mumbai,IN,60,0.2,1.5,0.0076559329918496,False,False
Delhi,IN,60,0.2,1.5,-0.0076576959765116,False,False
Lahore,PK,60,0.2,1.5,-0.0093175236796295,False,False
Ludhiana,IN,60,0.2,1.5,-0.0101860702750051,True,False
Yokohama,JP,60,0.25,0.5,0.0026382247962806,False,False
Bhayandar,IN,60,0.25,0.5,0.0023114371663947,False,False
Mumbai,IN,60,0.25,0.5,0.0020318307882221,False,False
Delhi,IN,60,0.25,0.5,-0.002072859212827,False,False
Lahore,PK,60,0.25,0.5,-0.0025642350069302,False,False
Ludhiana,IN,60,0.25,0.5,-0.0028892523268538,False,False
Yokohama,JP,60,0.25,0.8,0.0042217328413585,False,False
Bhayandar,IN,60,0.25,0.8,0.0036997816967109,False,False
Mumbai,IN,60,0.25,0.8,0.0032543518981144,False,False
Delhi,IN,60,0.25,0.8,-0.0033057815620345,False,False
Lahore,PK,60,0.25,0.8,-0.0040746645467705,False,False
Ludhiana,IN,60,0.25,0.8,-0.0045607129174985,False,False
Yokohama,JP,60,0.25,1.0,0.0052776241206373,False,False
Bhayandar,IN,60,0.25,1.0,0.0046259493811372,False,False
Mumbai,IN,60,0.25,1.0,0.004070784945948,False,False
Delhi,IN,60,0.25,1.0,-0.0041232474760622,False,False
Lahore,PK,60,0.25,1.0,-0.0050700349921599,False,False
Ludhiana,IN,60,0.25,1.0,-0.0056498184933821,False,False
Yokohama,JP,60,0.25,1.2,0.0063336798286742,False,False
Bhayandar,IN,60,0.25,1.2,0.0055525935315813,False,False
Mumbai,IN,60,0.25,1.2,0.0048883491388015,False,False
Delhi,IN,60,0.25,1.2,-0.0049371359852264,False,False
Lahore,PK,60,0.25,1.2,-0.0060562125782468,False,False
Ludhiana,IN,60,0.25,1.2,-0.0067191325575139,False,False
Yokohama,JP,60,0.25,1.5,0.0079180511086778,False,False
Bhayandar,IN,60,0.25,1.5,0.0069434394723802,False,False
Mumbai,IN,60,0.25,1.5,0.0061168086896488,False,False
Delhi,IN,60,0.25,1.5,-0.0061512771735663,False,False
Lahore,PK,60,0.25,1.5,-0.0075183797279478,False,False
Ludhiana,IN,60,0.25,1.5,-0.008286679148448,False,False
Yokohama,JP,80,0.05,0.5,0.0132142964937232,True,False
Bhayandar,IN,80,0.05,0.5,0.0117103076662507,True,False
Mumbai,IN,80,0.05,0.5,0.0105731601113793,True,False
Delhi,IN,80,0.05,0.5,-0.0108298400433796,True,False
Lahore,PK,80,0.05,0.5,-0.0132285262432683,True,False
Ludhiana,IN,80,0.05,0.5,-0.0143823709239811,True,False
Yokohama,JP,80,0.05,0.8,0.0211349838115307,True,False
Bhayandar,IN,80,0.05,0.8,0.0187571720154079,True,False
Mumbai,IN,80,0.05,0.8,0.0140355492424893,True,False
Delhi,IN,80,0.05,0.8,-0.0170546298907025,True,False
Lahore,PK,80,0.05,0.8,-0.0204642619197422,True,False
Ludhiana,IN,80,0.05,0.8,-0.0215530129113535,True,False
Yokohama,JP,80,0.05,1.0,0.021961660249166,True,False
Bhayandar,IN,80,0.05,1.0,0.023461981837474,True,False
Mumbai,IN,80,0.05,1.0,0.0140355492424893,True,False
Delhi,IN,80,0.05,1.0,-0.0210924639498893,True,False
Lahore,PK,80,0.05,1.0,-0.0250121755586283,True,False
Ludhiana,IN,80,0.05,1.0,-0.0258035890467487,True,False
Yokohama,JP,80,0.05,1.2,0.021961660249166,True,False
Bhayandar,IN,80,0.05,1.2,0.0242519426820188,True,False
Mumbai,IN,80,0.05,1.2,0.0140355492424893,True,False
Delhi,IN,80,0.05,1.2,-0.0250417587969557,True,False
Lahore,PK,80,0.05,1.2,-0.0293485058851741,True,False
Ludhiana,IN,80,0.05,1.2,-0.0296702770641108,True,False
Yokohama,JP,80,0.05,1.5,0.021961660249166,True,False
Bhayandar,IN,80,0.05,1.5,0.0242519426820188,True,False
Mumbai,IN,80,0.05,1.5,0.0140355492424893,True,False
Delhi,IN,80,0.05,1.5,-0.0308018428646778,True,False
Lahore,PK,80,0.05,1.5,-0.0354732968279006,True,False
Ludhiana,IN,80,0.05,1.5,-0.0348196345169897,True,False
Yokohama,JP,80,0.075,0.5,0.0088107203098991,False,False
Bhayandar,IN,80,0.075,0.5,0.0078016419015042,False,False
Mumbai,IN,80,0.075,0.5,0.0070309551820267,False,False
Delhi,IN,80,0.075,0.5,-0.0072835492146831,False,False
Lahore,PK,80,0.075,0.5,-0.0089855945072941,False,False
Ludhiana,IN,80,0.075,0.5,-0.0099470575479872,False,False
Yokohama,JP,80,0.075,0.8,0.0140947815661323,True,False
Bhayandar,IN,80,0.075,0.8,0.0124926077843836,True,False
Mumbai,IN,80,0.075,0.8,0.0112837003297502,True,False
Delhi,IN,80,0.075,0.8,-0.0115315177829213,True,False
Lahore,PK,80,0.075,0.8,-0.0140577009853544,True,False
Ludhiana,IN,80,0.075,0.8,-0.0152293230682061,True,False
Yokohama,JP,80,0.075,1.0,0.0176157727449786,True,False
Bhayandar,IN,80,0.075,1.0,0.0156235712134066,True,False
Mumbai,IN,80,0.075,1.0,0.0140355492424893,True,False
Delhi,IN,80,0.075,1.0,-0.0143130893015362,True,False
Lahore,PK,80,0.075,1.0,-0.0173109048026553,True,False
Ludhiana,IN,80,0.075,1.0,-0.0184893160783521,True,False
Yokohama,JP,80,0.075,1.2,0.0211349838115307,True,False
Bhayandar,IN,80,0.075,1.2,0.0187571720154079,True,False
Mumbai,IN,80,0.075,1.2,0.0140355492424893,True,False
Delhi,IN,80,0.075,1.2,-0.0170546298907025,True,False
Lahore,PK,80,0.075,1.2,-0.0204642619197422,True,False
Ludhiana,IN,80,0.075,1.2,-0.0215530129113535,True,False
Yokohama,JP,80,0.075,1.5,0.021961660249166,True,False
Bhayandar,IN,80,0.075,1.5,0.023461981837474,True,False
Mumbai,IN,80,0.075,1.5,0.0140355492424893,True,False
Delhi,IN,80,0.075,1.5,-0.0210924639498893,True,False
Lahore,PK,80,0.075,1.5,-0.0250121755586283,True,False
Ludhiana,IN,80,0.075,1.5,-0.0258035890467487,True,False
Yokohama,JP,80,0.1,0.5,0.006608358061421,False,False
Bhayandar,IN,80,0.1,0.5,0.0058491816230035,False,False
Mumbai,IN,80,0.1,0.5,0.0052664780822465,False,False
Delhi,IN,80,0.1,0.5,-0.0054866159993137,False,False
Lahore,PK,80,0.1,0.5,-0.0068025057339479,False,False
Ludhiana,IN,80,0.1,0.5,-0.0075992365960659,False,False
Yokohama,JP,80,0.1,0.8,0.0105723591039866,True,False
Bhayandar,IN,80,0.1,0.8,0.0093645260400468,False,False
Mumbai,IN,80,0.1,0.8,0.0084457280400646,False,False
Delhi,IN,80,0.1,0.8,-0.0087096610716056,False,False
Lahore,PK,80,0.1,0.8,-0.0107023238028687,True,False
Ludhiana,IN,80,0.1,0.8,-0.0117620122564227,True,False
Yokohama,JP,80,0.1,1.0,0.0132142964937232,True,False
Bhayandar,IN,80,0.1,1.0,0.0117103076662507,True,False
Mumbai,IN,80,0.1,1.0,0.0105731601113793,True,False
Delhi,IN,80,0.1,1.0,-0.0108298400433796,True,False
Lahore,PK,80,0.1,1.0,-0.0132285262432683,True,False
Ludhiana,IN,80,0.1,1.0,-0.0143823709239811,True,False
Yokohama,JP,80,0.1,1.2,0.015855477882718,True,False
Bhayandar,IN,80,0.1,1.2,0.0140577445374524,True,False
Mumbai,IN,80,0.1,1.2,0.0127068600950007,True,False
Delhi,IN,80,0.1,1.2,-0.0129273235442635,True,False
Lahore,PK,80,0.1,1.2,-0.0156969292216945,True,False
Ludhiana,IN,80,0.1,1.2,-0.0168845358242286,True,False
Yokohama,JP,80,0.1,1.5,0.0198155103831062,True,False
Bhayandar,IN,80,0.1,1.5,0.0175817781910175,True,False
Mumbai,IN,80,0.1,1.5,0.0140355492424893,True,False
Delhi,IN,80,0.1,1.5,-0.0160312267245948,True,False
Lahore,PK,80,0.1,1.5,-0.0192933060104879,True,False
Ludhiana,IN,80,0.1,1.5,-0.0204264476417448,True,False
Yokohama,JP,80,0.15,0.5,0.0044057269374372,False,False
Bhayandar,IN,80,0.15,0.5,0.0038980486105699,False,False
Mumbai,IN,80,0.15,0.5,0.0035064683987932,False,False
Delhi,IN,80,0.15,0.5,-0.0036737491557503,False,False
Lahore,PK,80,0.15,0.5,-0.0045775835635324,False,False
Ludhiana,IN,80,0.15,0.5,-0.0051607745421776,False,False
Yokohama,JP,80,0.15,0.8,0.0070488547557749,False,False
Bhayandar,IN,80,0.15,0.8,0.0062395693866055,False,False
Mumbai,IN,80,0.15,0.8,0.0056190173106256,False,False
Delhi,IN,80,0.15,0.8,-0.0058472755696615,False,False
Lahore,PK,80,0.15,0.8,-0.0072424521749658,False,False
Ludhiana,IN,80,0.15,0.8,-0.0080759580408088,False,False
Yokohama,JP,80,0.15,1.0,0.0088107203098991,False,False
Bhayandar,IN,80,0.15,1.0,0.0078016419015042,False,False
Mumbai,IN,80,0.15,1.0,0.0070309551820267,False,False
Delhi,IN,80,0.15,1.0,-0.0072835492146831,False,False
Lahore,PK,80,0.15,1.0,-0.0089855945072941,False,False
Ludhiana,IN,80,0.15,1.0,-0.0099470575479872,False,False
Yokohama,JP,80,0.15,1.2,0.0105723591039866,True,False
Bhayandar,IN,80,0.15,1.2,0.0093645260400469,False,False
Mumbai,IN,80,0.15,1.2,0.0084457280400646,False,False
Delhi,IN,80,0.15,1.2,-0.0087096610716056,False,False
Lahore,PK,80,0.15,1.2,-0.0107023238028687,True,False
Ludhiana,IN,80,0.15,1.2,-0.0117620122564227,True,False
Yokohama,JP,80,0.15,1.5,0.0132142964937232,True,False
Bhayandar,IN,80,0.15,1.5,0.0117103076662507,True,False
Mumbai,IN,80,0.15,1.5,0.0105731601113793,True,False
Delhi,IN,80,0.15,1.5,-0.0108298400433796,True,False
Lahore,PK,80,0.15,1.5,-0.0132285262432683,True,False
Ludhiana,IN,80,0.15,1.5,-0.0143823709239811,True,False
Yokohama,JP,80,0.2,0.5,0.0033043372574701,False,False
Bhayandar,IN,80,0.2,0.5,0.0029229982564093,False,False
Mumbai,IN,80,0.2,0.5,0.0026281505117721,False,False
Delhi,IN,80,0.2,0.5,-0.0027613236451838,False,False
Lahore,PK,80,0.2,0.5,-0.003449259673232,False,False
Ludhiana,IN,80,0.2,0.5,-0.0039066275188363,False,False
Yokohama,JP,80,0.2,0.8,0.0052868061823347,False,False
Bhayandar,IN,80,0.2,0.8,0.004678338767327,False,False
Mumbai,IN,80,0.2,0.8,0.0042099337847328,False,False
Delhi,IN,80,0.2,0.8,-0.0044008114316521,False,False
Lahore,PK,80,0.2,0.8,-0.0054726083769619,False,False
Ludhiana,IN,80,0.2,0.8,-0.0061472250714954,False,False
Yokohama,JP,80,0.2,1.0,0.006608358061421,False,False
Bhayandar,IN,80,0.2,1.0,0.0058491816230035,False,False
Mumbai,IN,80,0.2,1.0,0.0052664780822465,False,False
Delhi,IN,80,0.2,1.0,-0.0054866159993137,False,False
Lahore,PK,80,0.2,1.0,-0.0068025057339479,False,False
Ludhiana,IN,80,0.2,1.0,-0.0075992365960659,False,False
Yokohama,JP,80,0.2,1.2,0.0079298131445237,False,False
Bhayandar,IN,80,0.2,1.2,0.0070205022975824,False,False
Mumbai,IN,80,0.2,1.2,0.0063246306585987,False,False
Delhi,IN,80,0.2,1.2,-0.0065666844265915,False,False
Lahore,PK,80,0.2,1.2,-0.008117343018983,False,False
Ludhiana,IN,80,0.2,1.2,-0.0090186183895425,False,False
Yokohama,JP,80,0.2,1.5,0.0099117739052676,False,False
Bhayandar,IN,80,0.2,1.5,0.0087783513001854,False,False
Mumbai,IN,80,0.2,1.5,0.007914857230074,False,False
Delhi,IN,80,0.2,1.5,-0.0081760581079059,False,False
Lahore,PK,80,0.2,1.5,-0.0100616272497703,True,False
Ludhiana,IN,80,0.2,1.5,-0.011087890191471,True,False
Yokohama,JP,80,0.25,0.5,0.0026434858874624,False,False
Bhayandar,IN,80,0.25,0.5,0.0023381374497971,False,False
Mumbai,IN,80,0.25,0.5,0.0021017022710706,False,False
Delhi,IN,80,0.25,0.5,-0.0022119470500568,False,False
Lahore,PK,80,0.25,0.5,-0.0027671490033723,False,False
Ludhiana,IN,80,0.25,0.5,-0.0031427502204588,False,False
Yokohama,JP,80,0.25,0.8,0.0042295073920768,False,False
Bhayandar,IN,80,0.25,0.8,0.0037420170741801,False,False
Mumbai,IN,80,0.25,0.8,0.0033658617368441,False,False
Delhi,IN,80,0.25,0.8,-0.0035280298425441,False,False
Lahore,PK,80,0.25,0.8,-0.0043977657781676,False,False
Ludhiana,IN,80,0.25,0.8,-0.0049616933388558,False,False
Yokohama,JP,80,0.25,1.0,0.0052868061823347,False,False
Bhayandar,IN,80,0.25,1.0,0.004678338767327,False,False
Mumbai,IN,80,0.25,1.0,0.0042099337847328,False,False
Delhi,IN,80,0.25,1.0,-0.0044008114316521,False,False
Lahore,PK,80,0.25,1.0,-0.0054726083769619,False,False
Ludhiana,IN,80,0.25,1.0,-0.0061472250714954,False,False
Yokohama,JP,80,0.25,1.2,0.0063440548385788,False,False
Bhayandar,IN,80,0.25,1.2,0.0056149744183797,False,False
Mumbai,IN,80,0.25,1.2,0.0050550403011208,False,False
Delhi,IN,80,0.25,1.2,-0.0052699143568408,False,False
Lahore,PK,80,0.25,1.2,-0.006537734951869,False,False
Ludhiana,IN,80,0.25,1.2,-0.0073114650121935,False,False
Yokohama,JP,80,0.25,1.5,0.0079298131445237,False,False
Bhayandar,IN,80,0.25,1.5,0.0070205022975824,False,False
Mumbai,IN,80,0.25,1.5,0.0063246306585987,False,False
Delhi,IN,80,0.25,1.5,-0.0065666844265915,False,False
Lahore,PK,80,0.25,1.5,-0.008117343018983,False,False
Ludhiana,IN,80,0.25,1.5,-0.0090186183895425,False,False
Yokohama,JP,100,0.05,0.5,0.0131823600667306,True,False
Bhayandar,IN,100,0.05,0.5,0.0117697302764608,True,False
Mumbai,IN,100,0.05,0.5,0.0108165938122896,True,False
Delhi,IN,100,0.05,0.5,-0.0113766608006131,True,False
Lahore,PK,100,0.05,0.5,-0.0140276495434888,True,False
Ludhiana,IN,100,0.05,0.5,-0.0153533212038833,True,False
Yokohama,JP,100,0.05,0.8,0.0210714837798313,True,False
Bhayandar,IN,100,0.05,0.8,0.0188424340053853,True,False
Mumbai,IN,100,0.05,0.8,0.0143549539997001,True,False
Delhi,IN,100,0.05,0.8,-0.0179242815324084,True,False
Lahore,PK,100,0.05,0.8,-0.021712555989238,True,False
Ludhiana,IN,100,0.05,0.8,-0.0230207728704726,True,False
Yokohama,JP,100,0.05,1.0,0.0218943302879452,True,False
Bhayandar,IN,100,0.05,1.0,0.0235603535678588,True,False
Mumbai,IN,100,0.05,1.0,0.0143549539997001,True,False
Delhi,IN,100,0.05,1.0,-0.0221748606530449,True,False
Lahore,PK,100,0.05,1.0,-0.0265471647298141,True,False
Ludhiana,IN,100,0.05,1.0,-0.0275698492767831,True,False
Yokohama,JP,100,0.05,1.2,0.0218943302879452,True,False
Bhayandar,IN,100,0.05,1.2,0.0243521907419019,True,False
Mumbai,IN,100,0.05,1.2,0.0143549539997001,True,False
Delhi,IN,100,0.05,1.2,-0.0263347765251908,True,False
Lahore,PK,100,0.05,1.2,-0.0311600015287471,True,False
Ludhiana,IN,100,0.05,1.2,-0.0317106704556608,True,False
Yokohama,JP,100,0.05,1.5,0.0218943302879452,True,False
Bhayandar,IN,100,0.05,1.5,0.0243521907419019,True,False
Mumbai,IN,100,0.05,1.5,0.0143549539997001,True,False
Delhi,IN,100,0.05,1.5,-0.0324065631479485,True,False
Lahore,PK,100,0.05,1.5,-0.0376805840909275,True,False
Ludhiana,IN,100,0.05,1.5,-0.0372289349431073,True,False
Yokohama,JP,100,0.075,0.5,0.0087923078648425,False,False
Bhayandar,IN,100,0.075,0.5,0.007843520671101,False,False
Mumbai,IN,100,0.075,0.5,0.0071947549117948,False,False
Delhi,IN,100,0.075,0.5,-0.0076492370202549,False,False
Lahore,PK,100,0.075,0.5,-0.0095253020574505,False,False
Ludhiana,IN,100,0.075,0.5,-0.0106149526515318,True,False
Yokohama,JP,100,0.075,0.8,0.0140597958917455,True,False
Bhayandar,IN,100,0.075,0.8,0.0125552663508312,True,False
Mumbai,IN,100,0.075,0.8,0.0115428751606614,True,False
Delhi,IN,100,0.075,0.8,-0.0121144174352642,True,False
Lahore,PK,100,0.075,0.8,-0.0149078633831836,True,False
Ludhiana,IN,100,0.075,0.8,-0.0162585120770149,True,False
Yokohama,JP,100,0.075,1.0,0.0175674444032922,True,False
Bhayandar,IN,100,0.075,1.0,0.0156982620923845,True,False
Mumbai,IN,100,0.075,1.0,0.0143549539997001,True,False
Delhi,IN,100,0.075,1.0,-0.0150397907983913,True,False
Lahore,PK,100,0.075,1.0,-0.0183623983616364,True,False
Ludhiana,IN,100,0.075,1.0,-0.0197437741504165,True,False
Yokohama,JP,100,0.075,1.2,0.0210714837798313,True,False
Bhayandar,IN,100,0.075,1.2,0.0188424340053853,True,False
Mumbai,IN,100,0.075,1.2,0.0143549539997001,True,False
Delhi,IN,100,0.075,1.2,-0.0179242815324084,True,False
Lahore,PK,100,0.075,1.2,-0.021712555989238,True,False
Ludhiana,IN,100,0.075,1.2,-0.0230207728704726,True,False
Yokohama,JP,100,0.075,1.5,0.0218943302879452,True,False
Bhayandar,IN,100,0.075,1.5,0.0235603535678588,True,False
Mumbai,IN,100,0.075,1.5,0.0143549539997001,True,False
Delhi,IN,100,0.075,1.5,-0.0221748606530449,True,False
Lahore,PK,100,0.075,1.5,-0.0265471647298141,True,False
Ludhiana,IN,100,0.075,1.5,-0.0275698492767831,True,False
Yokohama,JP,100,0.1,0.5,0.0065956294465422,False,False
Bhayandar,IN,100,0.1,0.5,0.0058814377871325,False,False
Mumbai,IN,100,0.1,0.5,0.0053898878871883,False,False
Delhi,IN,100,0.1,0.5,-0.0057612934065013,False,False
Lahore,PK,100,0.1,0.5,-0.007209880517463,False,False
Ludhiana,IN,100,0.1,0.5,-0.0081080207555393,False,False
Yokohama,JP,100,0.1,0.8,0.0105488817936493,True,False
Bhayandar,IN,100,0.1,0.8,0.0094136948868415,False,False
Mumbai,IN,100,0.1,0.8,0.0086415659319437,False,False
