name,country,lat,lon,population,elev_m,pga_475_g,seismic,vs30,precip,wtd,dw_km,pgv,grace_trend_cm_yr,grace_se,grace_p,dTWS_cm_total,P_liq_base,P_liq_new,dP_liq,dwtd_m,wtd_new,LSE_base,LSE_new,pop_x_dP
Hyderabad,PK,25.39689,68.37718,1921275,14,0.1405366,True,322.2336120605469,158.0,9.781033035782457,5.298445403991156,14.05366,-0.0649,0.0504,0.19882,-1.42,0.06169798016563883,0.061424801864158905,-0.0002731783014799233,0.142,9.923033035782456,0.07809339528457285,0.07771882335744341,-524.8506411758397
Goyang-si,KR,37.65639,126.835,1061752,19,0.1293693534595363,True,446.4551086425781,1315.0,0.4425116350042231,6.414666309623628,12.936935345953628,-0.066,0.039,0.09208,-1.45,0.06492128634475759,0.06462878000615935,-0.0002925063385982446,0.145,0.5875116350042231,0.08264876512292167,0.08222487102886927,-310.5691900193634
Malatya,TR,38.35018,38.31667,750491,963,0.2950226995043289,True,395.4807434082031,442.0,0.8850232700084462,19.097429352391543,29.50226995043289,-0.8408,0.1123,0.0,-18.43,0.005212479887680773,0.004903720280343108,-0.000308759607337665,1.8429999999999997,2.728023270008446,0.02864572865932029,0.028487950961952883,-231.72130647045154
Jinzhong,CN,37.68403,112.75471,1226617,821,0.1660062000160998,True,337.4549865722656,411.0,19.43999389639129,20.00991202641643,16.600620001609983,-1.7597,0.0858,0.0,-38.57,0.0025700084532017174,0.0022609405614357676,-0.0003090678917659498,3.8569999999999998,23.29699389639129,0.027322853370997897,0.027172125376080318,-379.10793019427405
Weinan,CN,34.50355,109.50891,1199290,354,0.1088599,True,271.04229736328125,583.0,1.1139085984588633,3.928875819636614,10.88599,-0.0341,0.0393,0.38691,-0.75,0.15768643389098527,0.15735499591632426,-0.00033143797466100855,0.075,1.1889085984588632,0.406666024253843,0.40442603442455255,-397.4902486312009
Prayagraj,IN,25.44478,81.84322,1073438,99,0.0632544323089667,True,338.3668212890625,919.0,8.484016174563237,2.307411403210911,6.32544323089667,-0.0501,0.1367,0.71456,-1.1,0.11783876729536837,0.1174585209330183,-0.00038024636235006737,0.11,8.594016174563237,0.20727201856559133,0.20592540671065138,-408.1708947083316
Daegu,KR,35.87028,128.59111,2365523,45,0.212614409616326,True,323.8189697265625,1082.0,2.532997634851654,10.96860095030915,21.2614409616326,-0.1189,0.0322,0.00028,-2.61,0.04668399793342554,0.04629871548540652,-0.00038528244801902534,0.26099999999999995,2.793997634851654,0.0599178333250434,0.05951081806266171,-911.3944922853088
Xianyang,CN,34.33778,108.70261,1034081,387,0.0907892488942864,True,288.21337890625,607.0,3.0365453574426056,3.281209554576678,9.07892488942864,-0.0437,0.0344,0.2044,-0.96,0.14529362538624271,0.14489708591595382,-0.00039653947028889247,0.09599999999999999,3.1325453574426056,0.33045174970184293,0.3282537994937072,-410.0539319758082
Adana,TR,36.98615,35.32531,1816750,30,0.244605180957939,True,237.5637664794922,695.0,12.268253604943936,21.956628132559462,24.4605180957939,-1.0629,0.1017,0.0,-23.3,0.0056747011359794715,0.005253279956760185,-0.00042142117921928606,2.33,14.598253604943936,0.02888354038899965,0.028666642149375,-765.6169273466379
Jamshedpur,IN,22.80278,86.18545,1339438,171,0.1567997419895702,True,378.3258056640625,1269.0,18.08194094758528,3.4616104711520226,15.67997419895702,-0.0705,0.1538,0.64692,-1.55,0.09184177486528729,0.09141217633330014,-0.00042959853198715203,0.155,18.236940947585282,0.13232133502873364,0.13133700788503716,-575.420598487807
Chattogram,BD,22.3384,91.83168,3920222,15,0.2789350093955502,True,296.0547790527344,2959.0,1.724269474326718,1.1638933942429677,27.89350093955502,-0.024,0.1736,0.88999,-0.53,0.5749226779348066,0.5744913031088352,-0.00043137482597133125,0.053,1.777269474326718,33.11583629503711,33.06887914779025,-1691.085083018984
Algiers,DZ,36.73225,3.08746,2364230,113,0.360220200010265,True,441.31878662109375,699.0,52.33844510566877,2.5318003149771924,36.0220200010265,-0.2367,0.0183,0.0,-5.19,0.027465969926421134,0.027008072415153763,-0.00045789751126737097,0.519,52.857445105668766,0.04260692749809255,0.04226123408972882,-1082.5750330636565
Rome,IT,41.89193,12.51133,2318895,52,0.1219487,True,282.4848022460937,760.0,22.308690012970203,3.0196185810197647,12.19487,-0.0673,0.0531,0.20595,-1.47,0.10524733525847707,0.10478725202037133,-0.0004600832381057435,0.147,22.4556900129702,0.16690704019744715,0.165586572723268,-1066.884720427218
Beijing,CN,39.9075,116.39723,18960744,49,0.1370146489373686,True,230.77230834960935,569.0,5.218585488670215,17.88414889483644,13.701464893736858,-0.4868,0.0383,0.0,-10.67,0.013375198859327296,0.01291433663752838,-0.00046086222179891716,1.067,6.285585488670216,0.03314459977731556,0.032872982376074826,-8738.290606800487
Seoul,KR,37.566,126.9784,10349312,38,0.1291627050768389,True,339.9872131347656,1315.0,9.628442816815491,4.389469306861391,12.91627050768389,-0.066,0.039,0.09208,-1.45,0.1155377233384598,0.11504522014932461,-0.000492503189135185,0.145,9.773442816815491,0.1992511476186598,0.19757377761081976,-5097.069165355039
Changwon,KR,35.22806,128.68111,1025702,27,0.2072810476453046,True,425.8367614746094,1396.0,1.6327153429465395,6.908779725169293,20.72810476453046,-0.1065,0.0466,0.02335,-2.33,0.07470001369052473,0.0741654856796778,-0.0005345280108469269,0.233,1.8657153429465396,0.09811782277011732,0.09720361260489571,-548.2664497817146
Gazipur,BD,23.99844,90.42234,2674697,12,0.1960511,True,227.94357299804688,2121.0,1.6174563210498718,22.780264572050623,19.60511,-0.5407,0.2107,0.0109,-11.85,0.014716108937484904,0.014154771827022135,-0.0005613371104627694,1.1849999999999998,2.8024563210498714,0.0339475461826757,0.03360910465821827,-1501.406685343438
Dalian,CN,38.91222,121.60222,4913879,33,0.0876957999990944,True,406.5933532714844,633.0,16.18982223239493,2.097084195587912,8.769579999909439,-0.1322,0.0603,0.02928,-2.9,0.0675900577208251,0.06698399322947896,-0.0006060644913461477,0.29,16.47982223239493,0.08661636430022347,0.08569930528001868,-2978.127576671517
Fes,MA,34.03313,-5.00028,1191905,406,0.217885838432581,True,349.4361572265625,559.0,22.09506370641645,9.304042507932788,21.7885838432581,-0.415,0.0472,0.0,-9.09,0.023050461351764893,0.022378565357134728,-0.0006718959946301652,0.9089999999999999,23.00406370641645,0.03938627331159671,0.0389176979088033,-800.836195479667
Tripoli,LY,32.88743,13.18733,1302947,15,0.0913415484777827,True,324.6783447265625,331.0,13.488975356679646,3.204420033548859,9.13415484777827,-0.1302,0.0284,1e-05,-2.85,0.07727016650633332,0.07659620764260289,-0.0006739588637304367,0.285,13.773975356679646,0.10263214285961103,0.10142913280378617,-878.1326796209813
Linyi,CN,35.06306,118.34278,2743843,69,0.0818507500000001,True,224.00645446777344,796.0,0.5951018539711868,16.843507285824703,8.18507500000001,-0.503,0.0649,0.0,-11.02,0.019352023834308053,0.018667759209686673,-0.0006842646246213793,1.1019999999999999,1.6971018539711866,0.03687422531303757,0.03642709029869232,-1877.5147004149992
Sialkot,PK,32.49268,74.53134,911817,250,0.2226351088871861,True,252.8179931640625,868.0,6.042572671091818,21.967043960570752,22.26351088871861,-1.5511,0.091,0.0,-34.0,0.006573524843004508,0.005873989882797324,-0.0006995349602071836,3.4,9.442572671091819,0.02935157866388287,0.028986674541818292,-637.8478688112335
Alexandria,EG,31.20176,29.91582,5263542,9,0.106489699999422,True,223.88836669921875,175.0,6.28671702143896,1.4910171735848954,10.6489699999422,-0.0554,0.0278,0.04723,-1.21,0.22997029683447354,0.22925754889276295,-0.0007127479417105842,0.121,6.407717021438961,1.2984600749582607,1.2843233819728719,-3751.5787266072116
Rabat,MA,34.01325,-6.83255,1655753,46,0.0716719748318391,True,361.2696228027344,519.0,40.05493247882811,3.0863421126778765,7.16719748318391,-0.3576,0.0461,0.0,-7.84,0.028621147036968168,0.027904179265311798,-0.0007169677716563697,0.7839999999999999,40.838932478828106,0.04349146046585504,0.04294036436239414,-1187.121538823349
Dongying,CN,37.46271,118.49165,998968,6,0.0850820200001394,True,203.51611328125,604.0,1.1596856641489808,17.180003744732034,8.50820200001394,-0.5393,0.0887,0.0,-11.82,0.01945046612587861,0.0187138038983811,-0.0007366622274975095,1.182,2.3416856641489807,0.03693899642921248,0.03645700985681682,-735.9019920787321
Yinchuan,CN,38.46806,106.27306,1487579,1117,0.1974322000193669,True,228.0862274169922,192.0,13.992523079270654,16.630109896740148,19.74322000193669,-0.884,0.0333,0.0,-19.38,0.01218976971649314,0.011436657508254745,-0.0007531122082383955,1.938,15.930523079270655,0.032450380655144974,0.03201681213835266,-1120.3139056190641
Jiaozuo,CN,35.23925,113.23914,865413,90,0.0894723600000021,True,353.5187683105469,576.0,4.974441138323073,17.785109917555534,8.94723600000021,-2.0977,0.1724,0.0,-45.98,0.005330301564095408,0.004577035105899105,-0.0007532664581963036,4.598,9.572441138323072,0.02870616335581116,0.02832194767350201,-651.8865853870377
Huainan,CN,32.62639,116.99694,1666826,47,0.0631583100000002,True,436.29193115234375,897.0,11.459525444419056,4.074616659629847,6.315831000000021,-0.2336,0.0444,0.0,-5.12,0.048565813333243696,0.04778403558359716,-0.0007817777496465367,0.512,11.971525444419056,0.06194540422132079,0.06109502331355439,-1303.087479332338
Ulsan,KR,35.53722,129.31667,1098421,10,0.1786687466094599,True,401.5296936035156,1241.0,0.106813153276903,5.140750290729801,17.86687466094599,-0.1189,0.0322,0.00028,-2.61,0.10684515689414531,0.10601858211677527,-0.0008265747773700399,0.26099999999999995,0.36781315327690295,0.17157260454954615,0.1691434888091198,-907.9270935335767
Palembang,ID,-2.91673,104.7458,1668848,5,0.0647146814960711,True,226.7239532470703,2530.0,0.3967345693141624,10.250407505539895,6.47146814960711,-0.0895,0.0448,0.04702,-1.96,0.15078868139571713,0.14995481868657462,-0.0008338627091425133,0.19599999999999998,0.5927345693141624,0.3623941479021563,0.3573642632668778,-1391.590114427065
Bengbu,CN,32.94083,117.36083,972784,31,0.0847586799999958,True,232.01014709472656,825.0,6.927595941100208,4.665622431255438,8.47586799999958,-0.0883,0.037,0.01784,-1.93,0.1577664663164499,0.1569143613510228,-0.0008521049654270918,0.19299999999999998,7.120595941100207,0.40720867919610393,0.40146619838569414,-828.9140766880281
Gurugram,IN,28.4601,77.02635,886519,228,0.245183804485506,True,272.1584167480469,661.0,5.706874189364498,27.08891191930653,24.5183804485506,-8.4326,0.2789,0.0,-184.82,0.0018697660882393188,0.0010112856634461348,-0.0008584804247931839,18.481999999999996,24.188874189364494,0.026982532523996183,0.02657101748079661,-761.0592077072287
Baotou,CN,40.6516,109.84389,2150000,1064,0.1640915259445369,True,258.5539245605469,297.0,6.62241550316628,15.137723399665887,16.40915259445369,-0.7785,0.0365,0.0,-17.06,0.016489428415869072,0.0155929788265283,-0.0008964495893407729,1.7059999999999997,8.32841550316628,0.03503895568641285,0.03448296818696517,-1927.3666170826618
Oran,DZ,35.69906,-0.63588,803329,118,0.35129380212298,True,469.12841796875,364.0,32.42542153047992,2.3825713674305344,35.129380212298,-0.3276,0.0369,0.0,-7.18,0.0399269411081834,0.03902044206383905,-0.0009064990443443527,0.718,33.14342153047993,0.05316046871569235,0.05231291068460862,-728.2169707941046
San Jose,US,37.33939,-121.89496,997368,23,0.5581442998560356,True,272.7223205566406,403.0,1.2207217517357662,17.783360745851873,55.81442998560357,-0.7984,0.1324,0.0,-17.5,0.01649498840850174,0.015575759251522516,-0.0009192291569792253,1.7499999999999998,2.9707217517357662,0.035042431494045075,0.034472374057795366,-916.809745838056
Yangon,MM,16.80528,96.15611,4477638,30,0.2417016573252616,True,245.57081604003903,2441.0,1.4038300144961229,3.669843247406945,24.17016573252616,-0.0579,0.1519,0.70369,-1.27,0.4572328805930004,0.45618353208488555,-0.0010493485081148335,0.12699999999999997,1.5308300144961229,18.23279662609247,18.095811780825578,-4698.602755178287
Budapest,HU,47.49835,19.04045,1741041,104,0.0753313029959833,True,425.91802978515625,523.0,39.71923399710079,1.0130254947993622,7.53313029959833,-0.4685,0.0556,0.0,-10.27,0.03278393378109828,0.03171666668247488,-0.0010672670986233979,1.027,40.74623399710079,0.0468315057043838,0.045951853488341805,-1858.1557766543792
Cairo,EG,30.06263,31.24967,9606916,23,0.2230294118225173,True,218.0430908203125,26.0,5.684341886080803e-14,5.9000890831617525,22.30294118225173,-0.1159,0.0162,0.0,-2.54,0.15608090830367738,0.15497003517139163,-0.0011108731322857501,0.25399999999999995,0.2540000000000568,0.3959239243792554,0.38864988151050706,-10672.06486852609
Erzurum,TR,39.90861,41.27694,767848,1914,0.3338670945674483,True,477.9228515625,478.0,0.5798428320745188,8.1118468446616,33.38670945674483,-0.4457,0.1028,2e-05,-9.77,0.036010884371806745,0.034898384190438295,-0.0011125001813684504,0.9769999999999999,1.5568428320745187,0.04959321016332844,0.048623471822069914,-854.231039263402
Zapopan,MX,20.72111,-103.38742,1476491,1565,0.1116775796298197,True,363.3905944824219,861.0,25.78774700541697,6.832237292742613,11.16775796298197,-0.5493,0.0892,0.0,-12.04,0.029397147435245723,0.028274502375950725,-0.001122645059294998,1.204,26.991747005416972,0.04409578108201564,0.04322414845530571,-1657.5753262435308
Salé,MA,34.0531,-6.79846,972299,34,0.0743428500016187,True,375.8569946289063,519.0,23.20897230487526,2.64350922087538,7.43428500016187,-0.3576,0.0461,0.0,-7.84,0.050385890023949984,0.049151296836170616,-0.0012345931877793676,0.7839999999999999,23.99297230487526,0.06397046280189693,0.06258986409188705,-1200.3937218846913
Tbilisi,GE,41.69143,44.83412,1049498,433,0.2589542,True,537.6358032226562,591.0,43.32036316472119,1.715992670810635,25.89542,-0.7275,0.0653,0.0,-15.94,0.025422337319182007,0.024139828426789054,-0.0012825088923929528,1.5939999999999999,44.914363164721195,0.041085284857287026,0.04015783046203602,-1345.9905175486192
Giza,EG,30.00944,31.20861,4367343,19,0.2299891999999745,True,236.0592193603516,26.0,17.608911268787722,1.197937229773541,22.99891999999745,-0.1159,0.0162,0.0,-2.54,0.18996409512632562,0.18866597829553497,-0.0012981168307906465,0.25399999999999995,17.862911268787723,0.6908882731103031,0.6765389303187807,-5669.321454135715
Mandalay,MM,21.97473,96.08359,1208099,83,0.3333079,True,217.5217742919922,792.0,4.516670481422182,3.9087577784911063,33.33079,-0.0866,0.1746,0.62041,-1.9,0.2940001137521673,0.29268856981841807,-0.0013115439337492152,0.18999999999999997,4.706670481422182,3.289880466730208,3.231681966960908,-1584.474914818493
Naples,IT,40.85216,14.26811,909048,14,0.1617050012910862,True,375.1390075683594,954.0,0.5951018539711868,1.492898685712159,16.17050012910862,-0.1218,0.0486,0.01283,-2.67,0.19023174659801528,0.18886590007215773,-0.0013658465258575558,0.26699999999999996,0.8621018539711867,0.693881972415728,0.67873058826135,-1241.6200526377595
Langfang,CN,39.52079,116.71471,868066,19,0.1032498746941712,True,184.2429351806641,548.0,10.69657434958424,12.859938284997147,10.32498746941712,-0.4868,0.0383,0.0,-10.67,0.042075596599572475,0.04066658076505298,-0.0014090158345194947,1.067,11.76357434958424,0.05522370067732653,0.0538620045198941,-1223.1187394079998
Valencia,ES,39.47391,-0.37966,824340,10,0.0695070899995153,True,227.96429443359372,427.0,9.674219882505554,4.272835929379792,6.95070899995153,-0.1835,0.0369,0.0,-4.02,0.1263657683060338,0.12489529845225682,-0.0014704698537769817,0.4019999999999999,10.076219882505553,0.2397993530037786,0.23385932890228395,-1212.1671192625172
Belgrade,RS,44.80401,20.46513,1273651,120,0.1254296751815343,True,421.4849853515625,675.0,41.76394293125816,2.018777414849737,12.54296751815343,-0.6621,0.0808,0.0,-14.51,0.03271705034237684,0.031221985174504523,-0.001495065167872317,1.451,43.21494293125816,0.046775896294865525,0.04554966725569319,-1904.1912461257446
Beirut,LB,33.89332,35.50157,1916100,40,0.3636114465008213,True,455.3077697753906,939.0,19.30266269932099,1.7684668153955374,36.361144650082124,-0.2378,0.0364,0.0,-5.21,0.09647597559548854,0.09497421680811552,-0.0015017587873730198,0.521,19.82366269932099,0.1434061567644408,0.13971866887731263,-2877.520012485443
Nay Pyi Taw,MM,19.745,96.12972,925000,122,0.7756317,True,259.0514831542969,1169.0,0.7476920729381504,11.665951490205869,77.56317,-0.2442,0.1757,0.16588,-5.35,0.10038068718648242,0.0987832838938737,-0.0015974032926087262,0.5349999999999999,1.2826920729381504,0.15344189768073463,0.14925650462720016,-1477.5980456630716
Pingdingshan,CN,33.73091,113.31554,979130,82,0.0720692848428089,True,246.779052734375,761.0,0.1525902189670205,8.930517090704994,7.20692848428089,-0.325,0.0831,0.00012,-7.12,0.0736118894928045,0.07201131248950847,-0.001600577003296036,0.712,0.8645902189670205,0.09626556127228889,0.0936029041636432,-1567.1729612372476
Varanasi,IN,25.31668,83.01041,1164404,86,0.0641719299859855,True,230.3858337402344,1040.0,26.092927443350906,3.0783896695672963,6.417192998598551,-0.2026,0.1423,0.15592,-4.44,0.12451900671508154,0.12291614018346435,-0.0016028665316171892,0.444,26.536927443350905,0.23236220012241912,0.22608774933912457,-1866.3842008811816
Najafgarh,IN,28.60922,76.97982,1365000,215,0.2602816118756782,True,234.36016845703125,621.0,3.7079423208972457,25.294214139545574,26.02816118756782,-7.8468,0.1873,0.0,-171.98,0.0038349397902830385,0.002166545039995823,-0.0016683947502872157,17.198,20.905942320897246,0.027948397986312608,0.02712625400747269,-2277.3588341420495
Basrah,IQ,30.50852,47.7804,1326564,4,0.0802772099999999,True,226.5775604248047,151.0,1.129167620355588,6.029802912522257,8.02772099999999,-0.2391,0.038,0.0,-5.24,0.10916928668888494,0.10748386517552438,-0.001685421513360555,0.524,1.653167620355588,0.1785851349353906,0.17347273267840335,-2235.819504449631
Shubrā al Khaymah,EG,30.12511,31.25053,1240289,26,0.2214394999999993,True,240.82977294921875,26.0,5.684341886080803e-14,0.7160351281105645,22.14394999999993,-0.1159,0.0162,0.0,-2.54,0.30663219828360766,0.3048368568051856,-0.0017953414784220856,0.25399999999999995,0.2540000000000568,3.8957024938286047,3.8044661428185655,-2226.74228693065
Huludao,CN,40.75243,120.83552,944495,17,0.0637216438575618,True,206.0533447265625,564.0,5.684341886080803e-14,7.778257301568918,6.37216438575618,-0.256,0.0484,0.0,-5.61,0.10983200194879789,0.10801881991050742,-0.0018131820382904645,0.561,0.5610000000000569,0.18063504621607823,0.17507986681361368,-1712.5413692551524
Zhengzhou,CN,34.75778,113.64861,4253913,104,0.0933468099999583,True,200.2095489501953,613.0,1.831082627603621,16.15501701056385,9.33468099999583,-1.0587,0.1383,0.0,-23.2,0.02496938609247963,0.023155970354769895,-0.0018134157377097358,2.32,4.151082627603621,0.04075534480627235,0.039460357860456735,-7714.112781048036
Sadr City,IQ,33.3889,44.4583,1211849,39,0.08109344,True,229.61187744140625,162.0,14.05355916685744,8.401801457459626,8.109344,-0.5819,0.0743,0.0,-12.75,0.0459556637075838,0.04412964364537519,-0.001826020062208611,1.275,15.32855916685744,0.059150701320109925,0.05726956398134771,-2212.860586367443
Köln,DE,50.93333,6.95,1024621,58,0.071448900103232,True,310.1999206542969,745.0,20.40131227588313,1.0260347523658857,7.1448900103232,-0.2657,0.0512,0.0,-5.82,0.11573837734568049,0.11376963180147648,-0.001968745544204009,0.582,20.98331227588313,0.1999384729619651,0.1932925578710305,-2017.218028247856
Vienna,AT,48.20849,16.37208,1691468,193,0.0797164551533543,True,373.5909118652344,572.0,11.062790875104952,4.038805725414847,7.971645515335429,-0.5022,0.054,0.0,-11.01,0.059810513091459086,0.0577817862974958,-0.0020287267939632855,1.101,12.16379087510495,0.07554102569082442,0.0728887455471171,-3431.5264527314907
Anyang,CN,36.096,114.38278,1146839,70,0.0894178111152896,True,245.30303955078125,547.0,5.004959182116465,16.82503865070662,8.94178111152896,-2.4606,0.165,0.0,-53.93,0.012770191200503446,0.010693415440508712,-0.0020767757599947333,5.393,10.397959182116466,0.03278847946090597,0.03159453231996999,-2381.7274358166
Ranchi,IN,23.34316,85.3094,1120374,643,0.1272203,True,324.3065490722656,1398.0,3.2806897077897474,4.519244043659992,12.72203,-0.2232,0.1569,0.15627,-4.89,0.15183674228264088,0.14975155699110648,-0.002085185291534397,0.489,3.7696897077897473,0.3688118135591653,0.356148310095114,-2336.1873858175586
Dera Ismail Khan,PK,31.83129,70.9017,763195,177,0.2558566188558271,True,201.0021514892578,246.0,18.8448920424201,6.302280692276117,25.58566188558271,-0.2921,0.0429,0.0,-6.4,0.11136166549506284,0.10927002824331104,-0.0020916372517517934,0.64,19.4848920424201,0.18545390697898048,0.17889529112208513,-1596.32709235071
Bahawalpur,PK,29.39779,71.6752,903795,121,0.1190218000000238,True,218.0327911376953,136.0,22.384985122453656,6.163876555104304,11.90218000000238,-0.4939,0.0667,0.0,-10.83,0.06676634589566421,0.0645540594859185,-0.0022122864097457173,1.083,23.467985122453655,0.08537229827679933,0.08211692924253813,-1999.4533956961307
Antalya,TR,36.90812,30.69556,1335002,61,0.2329981000000742,True,337.7432861328125,741.0,5.684341886080803e-14,2.047429226417349,23.29981000000742,-0.1848,0.0603,0.00243,-4.05,0.2084369065286542,0.20622050476566695,-0.0022164017629872634,0.40499999999999997,0.4050000000000568,0.9282602503479503,0.8962505706656533,-2958.9007863915226
Al Başrah al Qadīmah,IQ,30.50316,47.81507,2015483,7,0.0807779799930052,True,232.0545959472656,151.0,0.106813153276903,3.935100805466994,8.07779799930052,-0.2391,0.038,0.0,-5.24,0.1572685462359222,0.1549697200897748,-0.0022988261461474035,0.524,0.630813153276903,0.40384370349022636,0.3886478364896859,-4633.245017515607
Tangier,MA,35.76727,-5.79975,1035141,20,0.2055809999960579,True,265.04656982421875,818.0,2.441443503471476,3.107309122440449,20.55809999960579,-0.1852,0.0206,0.0,-4.06,0.2370975303798771,0.2346607364062562,-0.0024367939736208988,0.40599999999999997,2.8474435034714762,1.4477311709522886,1.3950447996257658,-2522.425350647911
Fuyang,CN,32.9,115.81667,1768947,31,0.06560592,True,196.7847900390625,855.0,3.8452735179675415,3.0721340287966603,6.560592,-0.1854,0.0496,0.00024,-4.06,0.2692389500801895,0.26658725165663655,-0.0026516984235529506,0.40599999999999997,4.251273517967541,2.3277295289438817,2.2406484346627944,-4690.7139712487215
Kolkata,IN,22.56263,88.36304,4631392,11,0.119528,True,239.5285186767578,1637.0,2.059967956054038,2.616875486305042,11.9528,-0.1599,0.1632,0.32813,-3.5,0.3545118937969244,0.3518493875781674,-0.002662506218756966,0.35000000000000003,2.409967956054038,7.0227402265270165,6.811809734617438,-12331.110001501262
Howrah,IN,22.57688,88.31857,1027672,8,0.116651700000003,True,238.06759643554688,1560.0,2.075226977950763,2.4225415226283515,11.6651700000003,-0.1599,0.1632,0.32813,-3.5,0.3548242848339327,0.3521607124542434,-0.002663572379689283,0.35000000000000003,2.425226977950763,7.047783798146421,6.836241327539894,-2737.2787545800447
Guadalajara,MX,20.67738,-103.34749,1385629,1546,0.1157240041523691,True,277.2016906738281,861.0,0.106813153276903,8.683764003819196,11.57240041523691,-0.5493,0.0892,0.0,-12.04,0.07649189849788098,0.07370733358751164,-0.0027845649103693387,1.204,1.310813153276903,0.10124417630238589,0.09642665502649295,-3858.3738921901563
Istanbul,TR,41.01384,28.94966,15701602,39,0.4327548,True,350.5603332519531,718.0,2.6398107881285,0.5690703834498371,43.27548,-0.1944,0.0622,0.00199,-4.26,0.2697860120091842,0.2670005313003855,-0.0027854807087986933,0.426,3.0658107881285,2.3460532721675715,2.254032548909872,-43736.50946823498
San Diego,US,32.71571,-117.16472,1404452,20,0.2093355109849011,True,345.15380859375,301.0,13.656824597543334,1.0087655487028435,20.93355109849011,-0.351,0.0336,0.0,-7.69,0.13111305803156692,0.12822322307142636,-0.002889834960140558,0.769,14.425824597543334,0.2599833763164365,0.24751039950065504,-4058.6344894393274
Baghdad,IQ,33.34058,44.40088,7216000,41,0.080273361037564,True,312.2768859863281,162.0,15.10643167772946,1.939212298038724,8.027336103756399,-0.5819,0.0743,0.0,-12.75,0.08835744888931547,0.08499672117720483,-0.003360727712110642,1.275,16.38143167772946,0.12454035455009664,0.1174583298628502,-24251.011170590395
Ra’s Bayrūt,LB,33.9,35.48333,1251739,35,0.4060524820209177,True,483.7886962890625,813.0,5.684341886080803e-14,1.1125840621137226,40.60524820209177,-0.3446,0.034,0.0,-7.55,0.16698412218334738,0.16351614720271085,-0.003467974980636529,0.7549999999999999,0.7550000000000567,0.47451920695865485,0.44804397527599865,-4340.999534286988
Al Mawşil al Jadīdah,IQ,36.33271,43.10555,2065597,239,0.1837698,True,412.71783447265625,463.0,22.247653925383418,3.827131002888901,18.37698,-1.2391,0.1136,0.0,-27.16,0.04500623284822583,0.041275026153385186,-0.003731206694840644,2.7159999999999997,24.96365392538342,0.05816516187646757,0.054445919662087096,-7707.1693552427505
Niigata,JP,37.92259,139.04125,797591,1,0.2601448673891304,True,194.5,1922.0,5.684341886080803e-14,3.067905673733997,26.01448673891304,-0.2258,0.0313,0.0,-4.95,0.5473504769314488,0.543263461670304,-0.004087015261144744,0.495,0.49500000000005684,29.950885499471685,29.455555706046773,-3259.7665891516976
Wuzhong,CN,37.9867,106.201,7202654,1133,0.1972265914121957,True,217.73866271972656,220.0,20.73701075761045,3.640405239119404,19.72265914121957,-0.4875,0.0257,0.0,-10.69,0.1361601080334201,0.13202705476629042,-0.004133053267129677,1.069,21.806010757610448,0.2832289313777728,0.26405252165515786,-29768.952646704638
San Francisco,US,37.77493,-122.41942,827526,28,0.414144,True,285.6695251464844,783.0,6.530861371786102,2.871752612667218,41.4144,-0.3195,0.0977,0.00125,-7.0,0.2341235220522893,0.22996974443286514,-0.004153777619424176,0.7000000000000001,7.230861371786102,1.3836639022349284,1.298449064385591,-3437.3589782916106
Zhongwei,CN,37.51129,105.19067,1174600,1227,0.2145857,True,231.5487365722656,195.0,22.308690012970203,2.7071899826771264,21.45857,-0.4875,0.0257,0.0,-10.69,0.14045660976925914,0.1362137036916203,-0.0042429060776388305,1.069,23.377690012970202,0.3045764149678175,0.2834861677302491,-4983.7174787945705
Turin,IT,45.07049,7.68682,847287,245,0.114485601526381,True,310.64501953125,800.0,18.58548867017629,1.4599486990328332,11.4485601526381,-0.5834,0.0772,0.0,-12.79,0.1326629461536492,0.12783851971358584,-0.004824426440063367,1.2789999999999997,19.86448867017629,0.26691954171321197,0.24589400646527956,-4087.6738051219704
Bayan Nur,CN,40.74143,107.38599,1760000,1041,0.1635738308048777,True,202.82696533203125,147.0,9.277485313191448,6.001112074112899,16.357383080487768,-0.6962,0.0293,0.0,-15.26,0.12822535365402382,0.12265148108625723,-0.005573872567766591,1.5259999999999998,10.803485313191448,0.24751937987935027,0.22506756481618462,-9810.0157192692
Puebla,MX,19.04778,-98.20723,1692181,2166,0.2727666710441241,True,329.80419921875,825.0,12.4208438239109,3.050559328384657,27.27666710441241,-0.6813,0.1032,0.0,-14.93,0.14059634158214776,0.13469574750459776,-0.005900594077550003,1.4929999999999999,13.9138438239109,0.30529592380267345,0.2762866166409788,-9984.873186742641
Diyarbakır,TR,37.91363,40.21721,1833684,674,0.1193813,True,332.98101806640625,527.0,6.530861371786102,2.866205764274273,11.93813,-0.9093,0.1168,0.0,-19.93,0.1158971347607523,0.10926826527799306,-0.006628869482759231,1.9929999999999999,8.523861371786102,0.20048390693642057,0.17888985894596462,-12155.251908623877
Tianjin,CN,39.14222,117.17667,11090314,11,0.117718599999321,True,205.9684600830078,556.0,3.112840466926116,1.816541073776195,11.7718599999321,-0.4242,0.0489,0.0,-9.3,0.31645415467833393,0.3097936140910099,-0.006660540587324015,0.93,4.0428404669261155,4.426298807247255,4.060628211005185,-73867.48652316775
