city_row_id,name,country,is_material_hotspot,dP,fdr_sig,lat,lon,csr_recent_tws_cm_yr,gsfc_recent_tws_cm_yr,gsfc_recent_p,gsfc_recent_se_cm_yr,gsfc_recent_theilsen_cm_yr,gsfc_recent_n_months,gsfc_full_tws_cm_yr,gsfc_full_p,gsfc_full_theilsen_cm_yr,gsfc_full_n_months,gsfc_recent_dP,csr_sign,gsfc_recent_sign,gsfc_theilsen_sign,csr_gsfc_recent_sign_match,csr_gsfc_theilsen_sign_match,ghsl_matched,ghsl_match_method,ghsl_uc_id,ghsl_uc_name,distance_to_ghsl_centroid_km,hotspot_product_grade
15,Kanpur,IN,False,0.0059558101069985,True,26.46523,80.34975,1.095,-0.015588049328553504,0.9736015552765942,0.46985639472870133,-0.0235692817683544,100,-0.9688032699444517,5.115922634909285e-12,-0.9623473194132378,233,-8.386207291105618e-05,1,-1,-1,False,False,True,within_polygon,9244.0,Kanpur,0.0,not-material-hotspot
16,Barcelona,VE,False,0.0055937627238466,True,10.1384,-64.68769,0.9569,0.13557180629631432,0.0446482404460431,0.06665098555678149,0.14472455168794163,100,0.35058979452549394,2.2978474603275164e-46,0.3461071528855868,233,0.0007865974990234892,1,1,1,True,True,True,within_polygon,4175.0,Barcelona,0.0,not-material-hotspot
17,Prayagraj,IN,False,0.005399910094125,True,25.44478,81.84322,1.5299,0.6396253547428332,0.1794874809160083,0.4730958294676633,0.646192623928058,100,-0.31233673304229476,0.01959919099163621,-0.3220891895668102,233,0.0022322306628537736,1,1,1,True,True,True,within_polygon,9714.0,Prayagraj,0.0,not-material-hotspot
18,Kalyān,IN,False,0.0053812979642205,True,19.2437,73.13554,1.4173,3.912291789740759,1.38441123198012e-07,0.6888709846092069,3.676095366591918,100,1.0245989955099621,2.4743742940303356e-07,0.9632581033644543,233,0.005381297964220544,1,1,1,True,True,True,within_polygon,7739.0,Kalyan-Dombivli,0.0,not-material-hotspot
19,Makassar,ID,False,0.005239330970689,True,-5.14861,119.43194,0.6312,0.3202452206928609,1.3859994289185837e-08,0.05171134470349315,0.34575893292943094,100,0.20354981469658537,1.6566719099108196e-33,0.2033311984295782,233,0.002657479790270867,1,1,1,True,True,True,within_polygon,8035.0,Makassar,0.0,not-material-hotspot
20,Howrah,IN,False,0.0050947550306674,False,22.57688,88.31857,0.6662,0.05490780496314821,0.9187272732146289,0.5367311031875154,0.02511455692797484,100,-0.7368177447586511,4.780568525160598e-06,-0.7525244521277696,233,0.000418682529037262,1,1,1,True,True,True,within_polygon,11352.0,Kolkata,0.0,not-material-hotspot
21,Kolkata,IN,False,0.0050927696458126,False,22.56263,88.36304,0.6662,0.05490780496314821,0.9187272732146289,0.5367311031875154,0.02511455692797484,100,-0.7368177447586511,4.780568525160598e-06,-0.7525244521277696,233,0.00041851670126807905,1,1,1,True,True,True,within_polygon,11352.0,Kolkata,0.0,not-material-hotspot
22,Luzhou,CN,False,0.0050042128246746,True,28.8903,105.42575,0.6356,0.9687319438290867,1.7771443622218586e-06,0.19056075368714034,0.9491831782562385,100,1.225472680163068,1.52820895844266e-67,1.2307341596541972,233,0.007636756560192248,1,1,1,True,True,True,within_polygon,8336.0,Luzhou,0.0,not-material-hotspot
23,Ranchi,IN,False,0.004955914891752,True,23.34316,85.3094,1.1405,0.4997813979135583,0.33132613085142554,0.5119206361346409,0.49392839470069944,100,-0.5214810826401503,0.00027006899201884103,-0.5665065814249537,233,0.0021557299650715733,1,1,1,True,True,True,within_polygon,10832.0,Ranchi,0.0,not-material-hotspot
24,Ciudad Guayana,VE,False,0.004915952855939,True,8.35122,-62.64102,3.2946,2.8234009895726584,2.6172239137282994e-05,0.6397232540809716,2.8620979171346423,100,0.37054947093802093,0.0530000651094993,0.3592869759462086,233,0.004182610761913494,1,1,1,True,True,True,within_polygon,4628.0,San Félix,0.0,not-material-hotspot
25,Haikou,CN,False,0.0048257107875001,True,20.03421,110.34651,0.8239,0.4977191032008357,0.03437615810366057,0.23197303881648124,0.411405753762008,100,0.23369177713033593,0.00019330511098441633,0.20602839225974684,233,0.0029065993346306662,1,1,1,True,True,True,within_polygon,10695.0,Xiuying District,0.0,not-material-hotspot
26,Jing’an,CN,False,0.0047006544213692,True,31.22,121.41583,0.6576,0.13124658604613856,0.7357521866212606,0.38779340217807745,0.3114745509286121,100,1.0078832225964778,7.161148811437829e-23,1.0697494398488718,233,0.0009350801148991783,1,1,1,True,True,True,within_polygon,11345.0,Shanghai,0.0,not-material-hotspot
27,Vijayawada,IN,False,0.0045902708923863,True,16.50745,80.6466,2.3443,2.677516593488159,8.41910706480149e-09,0.4248746904207747,2.701923524453944,100,0.7554181448185102,1.2443061005737554e-08,0.7689756215411867,233,0.00526847848495425,1,1,1,True,True,True,within_polygon,10224.0,Vijayawada,0.0,not-material-hotspot
28,Zhabei,CN,False,0.0044447278430762,True,31.25861,121.45972,0.6576,0.13124658604613856,0.7357521866212606,0.38779340217807745,0.3114745509286121,100,1.0078832225964778,7.161148811437829e-23,1.0697494398488718,233,0.0008837221052441224,1,1,1,True,True,True,within_polygon,11345.0,Shanghai,0.0,not-material-hotspot
29,Kaifeng,CN,False,0.0043969392064603,True,34.7986,114.30742,2.2778,-0.03390261459903942,0.9160403149158267,0.32075863200760724,-0.19816250212829492,100,-1.7232254911746048,2.404099384122432e-54,-1.9319770884854872,233,-8.211241616687404e-05,1,-1,-1,False,False,True,within_polygon,9431.0,Kaifeng,0.0,not-material-hotspot
30,Qinhuangdao,CN,False,0.0042830898810408,True,39.94104,119.58936,0.7283,0.11314035321713191,0.06201294187084587,0.05993276872537172,0.13330407399594504,100,0.04388786268922641,0.02576688920843655,0.050359375175720256,233,0.0006616781890359524,1,1,1,True,True,True,within_polygon,9489.0,Qinhuangdao,0.0,not-material-hotspot
31,Nagoya,JP,False,0.0041915709353172,True,35.18147,136.90641,0.664,0.12616870029466185,0.348844842063925,0.13403082640832284,0.1250337691189023,100,0.47225370272527606,5.73737434600545e-21,0.46834167744698424,233,0.0007929446388110217,1,1,1,True,True,True,within_polygon,5213.0,Nagoya,0.0,not-material-hotspot
32,Luohe,CN,False,0.0040014589304054,False,33.57424,114.03261,0.5955,-0.29906284561703106,0.2582599295699498,0.26299974040200225,-0.5017832515617406,100,-1.336671125085472,3.1811938141782723e-51,-1.464066422073378,233,-0.001996365843200565,1,-1,-1,False,False,True,within_polygon,9571.0,Luohe,0.0,not-material-hotspot
33,Putuo,CN,False,0.003967574017243,True,31.251,121.3897,0.6576,0.13124658604613856,0.7357521866212606,0.38779340217807745,0.3114745509286121,100,1.0078832225964778,7.161148811437829e-23,1.0697494398488718,233,0.0007882229341890368,1,1,1,True,True,True,within_polygon,11345.0,Shanghai,0.0,not-material-hotspot
34,Hanzhong,CN,False,0.003910982978689,True,33.07507,107.02214,0.6823,0.6566543773982277,5.442530889739065e-05,0.1555717770216703,0.5932966182664661,100,0.2863904868526855,1.4823094772965043e-09,0.24383260069224394,233,0.00376308402100764,1,1,1,True,True,True,within_polygon,7449.0,Hanzhong,0.0,not-material-hotspot
35,Benghazi,LY,False,0.0036816993522627,True,32.11486,20.06859,0.9766,-0.4650657350610331,1.116200612477534e-07,0.08118920082353943,-0.455786850094548,100,-0.25137178126149823,6.688611264348377e-26,-0.24317179802098737,233,-0.0017222725996657584,1,-1,-1,False,False,True,within_polygon,1088.0,Benghazi,0.0,not-material-hotspot
36,Accra,GH,False,0.0036759540436972,True,5.55602,-0.1969,5.4265,5.135478858719632,1.3162650898409212e-18,0.47084110189594136,4.929443303476267,100,2.400786761131057,4.2933952568972577e-38,2.4577250633962486,233,0.0034622636564353576,1,1,1,True,True,True,within_polygon,3175.0,Accra,0.0,not-material-hotspot
37,Jabalpur,IN,False,0.0035819517574923,True,23.16697,79.95006,1.6226,1.750186352245819,0.0003386621575448183,0.4711830152091751,1.6724846284700225,100,0.958025667820209,9.82931953109712e-12,0.9114202899686581,233,0.0038706904712033086,1,1,1,True,True,True,within_polygon,9466.0,Jabalpur,0.0,not-material-hotspot
38,Manila,PH,False,0.0034897418002498,True,14.6042,120.9822,0.4215,-0.032587159613458774,0.9239068266217423,0.3403007565562603,-0.040737575651753115,100,-0.34548521595541903,0.0006091118848518837,-0.3454179868790996,233,-0.00026994847393491117,1,-1,-1,False,False,True,within_polygon,2323.0,Manila,0.0,not-material-hotspot
39,Nanchong,CN,False,0.0033759501018316,True,30.79508,106.08473,0.8565,1.1169947758831116,7.93463953156398e-10,0.16404207595670062,1.1417612515019782,100,1.081345954341479,5.903291350157128e-71,1.0834927262854723,233,0.0044166053013120765,1,1,1,True,True,True,within_polygon,7943.0,Shunqing,0.0,not-material-hotspot
40,Linfen,CN,False,0.0033597281576323,True,36.08889,111.51889,0.9104,0.2374517957568436,0.3144713749486418,0.2348513030366065,0.10385515502511669,100,-1.3103485386575577,2.646380264340509e-55,-1.4939058551584699,233,0.000868971194260354,1,1,1,True,True,True,within_polygon,8584.0,Linfen,0.0,not-material-hotspot
41,Jamshedpur,IN,False,0.003275903248584,True,22.80278,86.18545,1.161,0.3892685296068297,0.4283706099589019,0.48947141926319315,0.34310565152715655,100,-0.5554678838601367,8.547966464974503e-05,-0.5866107459649634,233,0.0010869087187008047,1,1,1,True,True,True,within_polygon,11032.0,Jamshedpur,0.0,not-material-hotspot
42,Xuhui,CN,False,0.0030998488024287,True,31.19594,121.44709,0.6576,0.13124658604613856,0.7357521866212606,0.38779340217807745,0.3114745509286121,100,1.0078832225964778,7.161148811437829e-23,1.0697494398488718,233,0.0006151117705783804,1,1,1,True,True,True,within_polygon,11345.0,Shanghai,0.0,not-material-hotspot
43,Maracaibo,VE,False,0.0029827278373295,True,10.64232,-71.61089,1.3193,2.7818776291765577,1.492686888967886e-08,0.45038487365032864,2.873991707602884,100,0.2806755560206391,0.06304106025576212,0.32723614011776203,233,0.0064222450123844615,1,1,1,True,True,True,within_polygon,1268.0,Maracaibo,0.0,not-material-hotspot
44,Malingao,PH,False,0.0029638183406366,True,7.16083,124.475,0.3983,0.7894921350501899,0.010756050651675647,0.30362140704338836,0.810885524648822,100,-0.2692739394766564,0.0011639749284777397,-0.22610022639384042,233,0.002963818340636637,1,1,1,True,True,True,nearest_representative_point_le50km,5596.0,Midsayap,7.134741671328396,not-material-hotspot
45,Dalian,CN,False,0.002896224481439,True,38.91222,121.60222,1.3534,0.3365862304726667,0.1314658974634691,0.22128459222644012,0.4328889412767042,100,0.31851680604810717,2.7390760420182915e-06,0.3169260481942726,233,0.0007097994974708116,1,1,1,True,True,True,within_polygon,10113.0,Dalian,0.0,not-material-hotspot
46,Budta,PH,False,0.0028907748123359,True,7.20417,124.43972,0.3983,0.7894921350501899,0.010756050651675647,0.30362140704338836,0.810885524648822,100,-0.2692739394766564,0.0011639749284777397,-0.22610022639384042,233,0.005743248770480325,1,1,1,True,True,True,nearest_representative_point_le50km,5596.0,Midsayap,9.034352597361963,not-material-hotspot
47,Mombasa,KE,False,0.0028114281985759,True,-4.05466,39.66359,0.5269,0.5921217588718939,6.9739443535039526e-12,0.07597531912328884,0.5889829821924044,100,0.3075721371804712,7.44593826276066e-32,0.30558385347598704,233,0.0031614942174331973,1,1,1,True,True,True,within_polygon,2902.0,Mombasa,0.0,not-material-hotspot
48,Chennai,IN,False,0.0026832935777019,True,13.08784,80.27847,0.4167,3.9301090016286357,1.1380583097336391e-07,0.6866285942441688,4.20747328334941,100,0.06603805178760401,0.7385971131822743,0.1569228686592934,233,0.026001065977171833,1,1,1,True,True,True,within_polygon,10300.0,Chennai,0.0,not-material-hotspot
49,Cartagena,CO,False,0.0026785270490979,True,10.39817,-75.49328,0.6294,2.403077060040894,0.0002545536671635472,0.6330022860917354,2.552096487080422,100,0.15266812943243221,0.42923238364196,0.2173045206217463,233,0.010439470773103254,1,1,1,True,True,True,within_polygon,3275.0,Cartagena,0.0,not-material-hotspot
50,Virār,IN,False,0.0025991780956606,True,19.45591,72.81136,1.4173,0.2837348328372097,0.1769458241940963,0.2086263260107914,0.3042508707787721,100,0.37298822702328255,5.547404815297682e-10,0.3811779354776219,233,0.0012348163379952148,1,1,1,True,True,True,within_polygon,7563.0,Vasai-Virar,0.0,not-material-hotspot
51,Mandalay,MM,False,0.0025833231311815,False,21.97473,96.08359,0.3728,0.013633113764999722,0.9800901645618215,0.5448962317012026,0.08301461372108818,100,-0.23069629665675534,0.11599333896286561,-0.21175462987251048,233,9.423929568241896e-05,1,1,1,True,True,True,within_polygon,2597.0,Mandalay,0.0,not-material-hotspot
52,Ziyang,CN,False,0.0025591202315673,True,30.12108,104.64811,0.7209,1.3039826669825167,6.906925445424429e-11,0.1781115638293064,1.282627291153853,100,1.1650917201537347,3.7209630200670345e-67,1.1597172470955344,233,0.004663207161976976,1,1,1,True,True,True,within_polygon,7318.0,Ziyang,0.0,not-material-hotspot
53,Santo Domingo,DO,False,0.0024767920648013,True,18.47186,-69.89232,0.3488,0.013405616847314741,0.6909359978283305,0.03361807629129357,0.02550575633134705,100,0.11985051562470636,2.0606692767743107e-24,0.1203503026661698,233,9.498777122607382e-05,1,1,1,True,True,True,within_polygon,1667.0,Santo Domingo,0.0,not-material-hotspot
54,Baoshan,CN,False,0.0024670626082674,True,31.40845,121.48956,0.6576,0.13124658604613856,0.7357521866212606,0.38779340217807745,0.3114745509286121,100,1.0078832225964778,7.161148811437829e-23,1.0697494398488718,233,0.0004891915300316574,1,1,1,True,True,True,within_polygon,11345.0,Shanghai,0.0,not-material-hotspot
55,Barranquilla,CO,False,0.0024053116310744,True,10.96854,-74.78132,0.6294,2.3423626871318812,4.5990992822189354e-05,0.5491214227984516,2.433051737764795,100,0.23479077346524846,0.16294433680925413,0.30673236353531996,233,0.009141096393513959,1,1,1,True,True,True,within_polygon,3968.0,Barranquilla,0.0,not-material-hotspot
56,Cebu City,PH,False,0.002276329626615,True,10.31672,123.89071,0.9923,1.3231111650993976,0.0004207626921719814,0.36235513933204344,1.496027067674031,100,1.0490377941882594,2.6290868422923e-20,1.1016370242908806,233,0.002276329626615059,1,1,1,True,True,True,within_polygon,5065.0,Cebu City,0.0,not-material-hotspot
57,Surabaya,ID,False,0.0022082061862322,False,-7.24917,112.75083,0.2774,0.6888318681869746,0.13667585030654064,0.4590397545267959,0.8409562831099406,100,0.6115028312942877,2.36504925353129e-05,0.6720985393116081,233,0.00549111652963119,1,1,1,True,True,True,within_polygon,7459.0,Surabaya,0.0,not-material-hotspot
58,Seoul,KR,False,0.0021926419501853,True,37.566,126.9784,0.6391,1.2583896924844145,0.0020462348587544526,0.39719903987055455,1.4830304033479256,100,-0.46967002906675875,2.9255405043767187e-05,-0.4268708826548492,233,0.004351626996006108,1,1,1,True,True,True,within_polygon,348.0,Seoul,0.0,not-material-hotspot
59,Weinan,CN,False,0.002007256314618,True,34.50355,109.50891,0.4515,0.44909566988987565,0.06813748624816607,0.24348414523148681,0.35795165743825075,100,-0.5118297776104445,1.841709138634568e-14,-0.6240731329465108,233,0.0019965126639902575,1,1,1,True,True,True,within_polygon,8331.0,Weinan,0.0,not-material-hotspot
60,Alexandria,EG,False,0.0019576794418436,True,31.20176,29.91582,0.331,0.4753416228718198,2.15315080643603e-06,0.09436241322639274,0.48807056062035614,100,0.07056002001728379,0.0065809521588867876,0.054245037071385574,233,0.0028150133847371916,1,1,1,True,True,True,within_polygon,291.0,Alexandria,0.0,not-material-hotspot
61,Sapporo,JP,False,0.001933859674291,True,43.06667,141.35,0.5472,-0.06856786581414008,0.4779041044184316,0.09624785972302385,-0.012335387013636824,100,0.28636347560267117,4.8634914599064444e-20,0.29536316788102546,233,-0.00024044443491599843,1,-1,-1,False,False,True,within_polygon,351.0,Sapporo,0.0,not-material-hotspot
62,Nantong,CN,False,0.0019166321843848,True,32.03028,120.87472,0.3838,0.1676427577967151,0.4475546263273101,0.2198406995756418,0.17955385803882234,100,0.33291593487034715,2.997849402068166e-10,0.3470950406541597,233,0.0008352736822495876,1,1,1,True,True,True,within_polygon,11225.0,Nantong,0.0,not-material-hotspot
63,Auckland,NZ,False,0.0019078322068631,True,-36.84853,174.76349,0.6243,0.8604535829087299,0.07639316606708273,0.48045294191189997,0.9029823544939157,100,-0.0034487328773770707,0.9790943454011285,-0.01663393039874713,233,0.0026377603369742014,1,1,1,True,True,True,within_polygon,1147.0,Auckland,0.0,not-material-hotspot
64,Xianyang,CN,False,0.0018758121915692,True,34.33778,108.70261,0.4512,0.4531819158534623,0.034632390043370626,0.21152243838452905,0.39476406725183405,100,-0.19533309804473417,0.0005513766128262002,-0.2711917955257488,233,0.0018840958072930958,1,1,1,True,True,True,within_polygon,7915.0,Xianyang,0.0,not-material-hotspot
65,Hamamatsu,JP,False,0.0018496808038376,True,34.7,137.73333,0.2575,0.6730000127949106,1.6320909838185325e-05,0.14839818126996468,0.6226208997328602,100,1.6351402557020172,6.414795215750603e-73,1.6038676732683685,233,0.0018496808038376833,1,1,1,True,True,True,within_polygon,5831.0,Hamamatsu,0.0,not-material-hotspot
66,Karachi,PK,False,0.0018106153343679,True,24.8608,67.0104,0.44,3.2135735316015337,4.3353604382362064e-11,0.43323107491646023,3.415820613520044,100,1.6090315538969941,3.500969638792838e-30,1.6728546311708077,233,0.013663302586228165,1,1,1,True,True,True,within_polygon,2457.0,Karachi,0.0,not-material-hotspot
67,Shanghai,CN,False,0.0017738693845824,True,31.22222,121.45806,0.6576,0.13124658604613856,0.7357521866212606,0.38779340217807745,0.3114745509286121,100,1.0078832225964778,7.161148811437829e-23,1.0697494398488718,233,0.0008019332706823146,1,1,1,True,True,True,within_polygon,11345.0,Shanghai,0.0,not-material-hotspot
68,Tainan,TW,False,0.001610778367505,True,22.99083,120.21333,0.1935,-1.821274050383547,2.1229960983738297e-05,0.40766191515328415,-1.9477348903751657,100,-0.8624612598744756,6.483404602281252e-14,-0.8688694720992635,233,-0.015151512064328632,1,-1,-1,False,False,True,within_polygon,1744.0,Tainan,0.0,not-material-hotspot
69,Kitakyushu,JP,False,0.0015969601989614,True,33.85181,130.85034,0.407,0.7551311052079057,0.017547358682664972,0.3125637690904458,1.113326370648267,100,0.12974361982433807,0.13487500897963636,0.1525516376099446,233,0.0019178033808634753,1,1,1,True,True,True,nearest_representative_point_le50km,1027.0,Kitakyushu,6.557434035711661,not-material-hotspot
70,Lanzhou,CN,False,0.0015712382400322,True,36.05701,103.83987,0.4924,0.04036631392779244,0.7205239774954527,0.11250678654030366,-0.11029992737411422,100,-0.13149951575574728,4.061016532064134e-06,-0.1538664024957203,233,0.00012804770414448496,1,1,-1,True,False,True,within_polygon,4356.0,Lanzhou,0.0,not-material-hotspot
71,Hiroshima,JP,False,0.0015640616549372,True,34.4,132.45,0.1934,0.7409847437347311,0.001708870349263403,0.22971875952826726,0.9612792157328155,100,0.20359653289591834,0.001991417659531316,0.22179067371702293,233,0.005189326179235676,1,1,1,True,True,True,within_polygon,2921.0,Hiroshima,0.0,not-material-hotspot
72,Davao,PH,False,0.0015205006009754,False,7.07306,125.61278,0.1836,0.5590747473474427,0.08623401537099283,0.322597698490677,0.6390092276466086,100,-0.5575373948452611,2.0719789816062215e-11,-0.4469175757061103,233,0.004627866165211714,1,1,1,True,True,True,within_polygon,5872.0,Davao City,0.0,not-material-hotspot
73,Neijiang,CN,False,0.0014456937895842,True,29.58354,105.06216,0.9115,1.1939642739292984,8.791872339182987e-10,0.17590805568107992,1.1590395617979898,100,1.2339564683273776,2.0698802922911536e-74,1.2367602128438535,233,0.001901764222762739,1,1,1,True,True,True,within_polygon,7831.0,Neijiang,0.0,not-material-hotspot
74,Santiago de los Caballeros,DO,False,0.0014016720464758,True,19.45036,-70.69085,0.2709,0.40860408072267085,0.007105144717476743,0.14860312654854943,0.36991222176608485,100,0.3020444535056088,9.654349368829198e-11,0.2998901453862166,233,0.0021171540651767073,1,1,1,True,True,True,within_polygon,798.0,Santiago de los Caballeros,0.0,not-material-hotspot
75,Port-au-Prince,HT,False,0.0013811960865968,True,18.54349,-72.33881,0.2663,0.2980531481703794,0.08285310858903815,0.17009427013979306,0.26817450271469256,100,0.26460453615165164,1.976713546368556e-06,0.26421421528466715,233,0.0015463894089031982,1,1,1,True,True,True,within_polygon,1269.0,Port-au-Prince,0.0,not-material-hotspot
76,Hyderabad,PK,False,0.0013306612472312,True,25.39689,68.37718,0.6834,1.4190878958343867,3.979055133503172e-09,0.21952402250907263,1.5261589702302096,100,0.6007214287405996,1.992949445330382e-19,0.6193916200144916,233,0.002793021523304691,1,1,1,True,True,True,within_polygon,5678.0,Hyderabad,0.0,not-material-hotspot
77,Nay Pyi Taw,MM,False,0.0013303005997146,False,19.745,96.12972,0.4398,0.5140074160319505,0.3426887060289094,0.5390810511171863,0.5090069540807354,100,-0.42839891411941783,0.007996209501992608,-0.4327927269777777,233,0.0015562977332112399,1,1,1,True,True,True,within_polygon,3687.0,Pyinmana [Nay Pyi Taw],0.0,not-material-hotspot
78,Zhengzhou,CN,False,0.0012674802393856,True,34.75778,113.64861,1.526,0.08686277888372196,0.7883522232364706,0.3226864338916832,-0.10768245292561025,100,-1.5975065039858776,9.909374343116844e-50,-1.8164227498034375,233,7.051815067683764e-05,1,1,-1,True,False,True,within_polygon,9277.0,Zhengzhou,0.0,not-material-hotspot
79,Anyang,CN,False,0.0012147377205101,True,36.096,114.38278,2.7657,0.2096451405793065,0.487560668939172,0.3008567720576391,0.0460249268530602,100,-1.9121579599216039,7.20508361983345e-64,-2.1714921494277215,233,8.831259953629399e-05,1,1,1,True,True,True,within_polygon,9191.0,Anyang,0.0,not-material-hotspot
80,Fukuoka,JP,False,0.0011292210388418,True,33.6,130.41667,0.407,0.2577938545274786,0.006000112493282673,0.09177597530174275,0.2106193894527429,100,0.22542473220151596,8.813632410763902e-14,0.21413463194191662,233,0.0011292210388418322,1,1,1,True,True,True,within_polygon,907.0,Fukuoka,0.0,not-material-hotspot
81,Panzhihua,CN,False,0.0011250293667992,False,26.58509,101.71276,0.3991,-0.5050103870816453,0.11757518507310534,0.31984394001905186,-0.4953553402931918,100,-0.05647657238280149,0.5161272248848086,-0.0852805051600015,233,-0.0014062363821477353,1,-1,-1,False,False,True,within_polygon,6784.0,Panzhihua,0.0,not-material-hotspot
