name,country,lat,lon,population,pga,wtd,tws_cm_yr,reversal,dP,dP_lo,dP_hi,p_two,ci_excl0,fdr_sig
Qinhuangdao,CN,39.94104,119.58936,759718,0.1847800918294732,1.1596856641489808,0.7283,False,0.004283089881040841,0.0015137770350567737,0.006846557757048899,0.0,True,True
Nagoya,JP,35.18147,136.90641,2332176,0.4578695,12.802319371328338,0.664,False,0.004191570935317246,0.0014601161438896671,0.0073164946180869946,0.0,True,True
Luohe,CN,33.57424,114.03261,1294974,0.0534729595322506,11.520561532005845,0.5955,True,0.004001458930405488,-4.663995172381743e-05,0.008634141239381141,0.10299999999999998,False,False
Putuo,CN,31.251,121.3897,1239100,0.0503584899999993,2.1972991531243338,0.6576,False,0.003967574017243042,0.001108585949277857,0.007215086560381656,0.0009999999999998899,True,True
Hanzhong,CN,33.07507,107.02214,1006557,0.1400477000011399,3.64690623331046,0.6823,False,0.003910982978689054,0.00120294592821035,0.006758017364617297,0.0009999999999998899,True,True
Benghazi,LY,32.11486,20.06859,757490,0.0783412446839008,6.332494087129021,0.9766,False,0.0036816993522627572,0.0014337018513617696,0.006260180311968388,0.0,True,True
Accra,GH,5.55602,-0.1969,1963264,0.0840799599994307,11.53582055390251,5.4265,False,0.0036759540436972146,0.0014215719514410778,0.006525626973741958,0.0,True,True
Jabalpur,IN,23.16697,79.95006,1081677,0.1361818,2.2583352407111192,1.6226,False,0.0035819517574923188,0.001056083953602932,0.005031107354587741,0.0004999999999999449,True,True
Manila,PH,14.6042,120.9822,1600000,0.3303762000045073,2.838178072785581,0.4215,False,0.003489741800249857,0.0006980618544253748,0.006399510477692633,0.011500000000000066,True,True
Nanchong,CN,30.79508,106.08473,1858875,0.0702872509812431,21.637293049515563,0.8565,False,0.003375950101831615,0.0010048234267957354,0.006106250087784791,0.0009999999999998899,True,True
Linfen,CN,36.08889,111.51889,959198,0.1546868420043955,12.08514534218358,0.9104,True,0.003359728157632358,0.0005740557914018507,0.00663916967876001,0.02499999999999991,True,True
Jamshedpur,IN,22.80278,86.18545,1339438,0.1567997419895702,18.08194094758528,1.161,True,0.0032759032485840944,0.0005394679193755789,0.006624209526085012,0.023500000000000076,True,True
Xuhui,CN,31.19594,121.44709,1109800,0.0507968402419307,3.31120775158314,0.6576,False,0.0030998488024287507,0.0008773377998850765,0.0053684863250866195,0.0009999999999998899,True,True
Maracaibo,VE,10.64232,-71.61089,1752602,0.09229294999185,6.042572671091818,1.3193,False,0.0029827278373295713,0.0011005920738077191,0.005109150044926868,0.0,True,True
Malingao,PH,7.16083,124.475,1121974,0.5545271999996771,0.3662165255207696,0.3983,False,0.002963818340636637,0.0008033863604452074,0.002963818340636637,0.0040000000000000036,True,True
Dalian,CN,38.91222,121.60222,4913879,0.0876957999990944,16.18982223239493,1.3534,True,0.0028962244814390997,0.0010760466035981458,0.004967356867022498,0.0,True,True
Budta,PH,7.20417,124.43972,1273715,0.5609091576962117,1.007095445182017,0.3983,False,0.0028907748123359056,0.0007181867105477968,0.00535591008797575,0.00550000000000006,True,True
Mombasa,KE,-4.05466,39.66359,1208333,0.0996536100001263,18.50919356069278,0.5269,False,0.002811428198575938,0.0011204678584026794,0.004696259038271019,0.0,True,True
Chennai,IN,13.08784,80.27847,4681087,0.08934973,8.041504539559014,0.4167,False,0.002683293577701973,0.0010730789082865817,0.0045235594281931215,0.0,True,True
Cartagena,CO,10.39817,-75.49328,914552,0.0708730299999999,10.849164568551204,0.6294,False,0.0026785270490979063,0.00047970084009667653,0.0053139105911917586,0.020499999999999963,True,True
Virār,IN,19.45591,72.81136,1222390,0.1198278828077522,0.5951018539711868,1.4173,False,0.0025991780956606536,0.001995994496101794,0.0025991780956606536,0.0,True,True
Mandalay,MM,21.97473,96.08359,1208099,0.3333079,4.516670481422182,0.3728,True,0.002583323131181592,-0.0031775825944254594,0.008812492352975822,0.5660000000000001,False,False
Ziyang,CN,30.12108,104.64811,905729,0.155723199999444,13.09224078736554,0.7209,False,0.002559120231567333,0.0007583093051363774,0.004565370745161931,0.0004999999999999449,True,True
Santo Domingo,DO,18.47186,-69.89232,2201941,0.4312265999999539,3.8147554741741487,0.3488,False,0.0024767920648013364,0.0006809021030615564,0.004606044475953755,0.0020000000000000018,True,True
Baoshan,CN,31.40845,121.48956,2265900,0.0563865307407588,3.418020904860043,0.6576,False,0.002467062608267484,0.0006762688745617543,0.004428784717181937,0.0020000000000000018,True,True
Barranquilla,CO,10.96854,-74.78132,1206319,0.09359839,5.737392233157891,0.6294,False,0.0024053116310744915,0.0004476608619669032,0.004613209340768213,0.01849999999999996,True,True
Cebu City,PH,10.31672,123.89071,965332,0.3347104821106495,0.3356984817273769,0.9923,False,0.002276329626615059,0.002276329626615059,0.002276329626615059,0.0,True,True
Surabaya,ID,-7.24917,112.75083,2874314,0.1756715000089241,2.3346303501945727,0.2774,False,0.002208206186232242,-0.0010019565736869075,0.005852285537232785,0.31499999999999995,False,False
Seoul,KR,37.566,126.9784,10349312,0.1291627050768389,9.628442816815491,0.6391,True,0.0021926419501853006,0.0007829412458853789,0.003757244941429102,0.0,True,True
Weinan,CN,34.50355,109.50891,1199290,0.1088599,1.1139085984588633,0.4515,True,0.0020072563146180944,0.0005996204295050447,0.0036432630126096957,0.0004999999999999449,True,True
Alexandria,EG,31.20176,29.91582,5263542,0.106489699999422,6.28671702143896,0.331,True,0.001957679441843607,0.0005205754538679414,0.003588703594508607,0.0015000000000000568,True,True
Sapporo,JP,43.06667,141.35,1973832,0.1806720360283885,0.9918364232852924,0.5472,False,0.001933859674291022,0.00043344994239838673,0.003525010037273027,0.010000000000000009,True,True
Nantong,CN,32.03028,120.87472,2273326,0.0583333852838798,3.006027313649213,0.3838,False,0.0019166321843848977,0.00010111558679640756,0.004072735043745334,0.07050000000000001,True,True
Auckland,NZ,-36.84853,174.76349,1547200,0.1584837125632816,27.13054093232625,0.6243,False,0.001907832206863122,0.0006904732473526916,0.003241268225816413,0.0,True,True
Xianyang,CN,34.33778,108.70261,1034081,0.0907892488942864,3.0365453574426056,0.4512,True,0.001875812191569265,0.000617479735195496,0.003319235507905553,0.0,True,True
Hamamatsu,JP,34.7,137.73333,791707,0.7980442000000426,0.2441443503471987,0.2575,False,0.0018496808038376833,0.000519621192864711,0.0018496808038376833,0.0044999999999999485,True,True
Karachi,PK,24.8608,67.0104,11624219,0.2104098999919154,11.779964904249653,0.44,False,0.0018106153343679099,0.0004986582433334816,0.0032892303975454503,0.0004999999999999449,True,True
Shanghai,CN,31.22222,121.45806,24874500,0.05296031,0.2899214160372594,0.6576,False,0.0017738693845824882,0.0011479908468059754,0.0017738693845824882,0.0009999999999998899,True,True
Tainan,TW,22.99083,120.21333,1856642,0.6576578501474174,4.486152437628789,0.1935,False,0.0016107783675050613,0.00034739253026931926,0.0031410837688323444,0.01200000000000001,True,True
Kitakyushu,JP,33.85181,130.85034,940978,0.2292976253441503,0.4882887006943406,0.407,False,0.0015969601989614668,0.0003990257258993171,0.0019178033808634753,0.0024999999999999467,True,True
Lanzhou,CN,36.05701,103.83987,3000000,0.0837336089308837,17.456321049820758,0.4924,False,0.0015712382400322605,0.0005254058927755434,0.002697314845540854,0.0,True,True
Hiroshima,JP,34.4,132.45,1200754,0.350937245802441,0.6408789196613043,0.1934,True,0.0015640616549372766,0.00023257573333319848,0.0031389375482984757,0.03200000000000003,True,True
Davao,PH,7.07306,125.61278,1848947,0.4845108999999862,0.6103608758679115,0.1836,False,0.0015205006009754163,-0.00014730502995454197,0.003368315139516314,0.15250000000000008,False,False
Neijiang,CN,29.58354,105.06216,1251095,0.2026418999999999,41.30617227435727,0.9115,False,0.00144569378958425,0.0004341375853454659,0.002566524967070596,0.0,True,True
Santiago de los Caballeros,DO,19.45036,-70.69085,1200000,0.5522715806493135,18.020904859998492,0.2709,False,0.0014016720464758436,0.0002620946555143555,0.0027149906755611136,0.016000000000000014,True,True
Port-au-Prince,HT,18.54349,-72.33881,1234742,0.412546161369622,10.833905546654478,0.2663,False,0.0013811960865968975,0.0003490050206672229,0.0025979786018036476,0.00550000000000006,True,True
Hyderabad,PK,25.39689,68.37718,1921275,0.1405366,9.781033035782457,0.6834,True,0.0013306612472312393,0.0003534559071621046,0.002412150861440357,0.0015000000000000568,True,True
Nay Pyi Taw,MM,19.745,96.12972,925000,0.7756317,0.7476920729381504,0.4398,True,0.0013303005997146317,-0.0011687162776094536,0.002270889799828396,0.44799999999999995,False,False
Zhengzhou,CN,34.75778,113.64861,4253913,0.0933468099999583,1.831082627603621,1.526,True,0.0012674802393856897,0.0003708182977496288,0.0015282868465959602,0.0,True,True
Anyang,CN,36.096,114.38278,1146839,0.0894178111152896,5.004959182116465,2.7657,True,0.0012147377205101867,0.00041803932316798395,0.0021176154165551938,0.0,True,True
Fukuoka,JP,33.6,130.41667,1612392,0.2703739154132848,0.1373311970702957,0.407,False,0.0011292210388418322,0.0008565886039953174,0.0011292210388418322,0.0035000000000000586,True,True
Panzhihua,CN,26.58509,101.71276,787177,0.1657901999999992,5.020218204013133,0.3991,False,0.0011250293667992156,-5.167743531071313e-05,0.002590162323646152,0.12200000000000011,False,False
Quezon City,PH,14.6488,121.0509,3084270,0.3776324,6.759746700236519,0.3367,False,0.0010393864693847565,0.00012783623397537235,0.0021072189751520595,0.040999999999999925,True,True
Bandar Lampung,ID,-5.42917,105.26111,1166066,0.2649017,20.38605325398646,0.2514,False,0.0010293927583578388,-0.0004333286283527873,0.0026091238712580844,0.29400000000000004,False,False
Yangjiang,CN,21.85563,111.96272,1292987,0.1137957653696654,1.0986495765621953,0.1299,False,0.0009961720420938458,-0.001250891707901769,0.0035528166136206546,0.5185,False,False
Chongqing,CN,29.56026,106.55771,7457599,0.1132862,42.42008087281607,0.585,False,0.0009810779997386776,0.00013843365008084572,0.0018902126279857208,0.03299999999999992,True,True
Jakarta,ID,-6.21462,106.84513,8540121,0.2440006999996528,1.464866102082908,0.2499,False,0.0009605569416031579,-3.502980449082149e-05,0.002072904618742744,0.12250000000000005,False,False
Pasig City,PH,14.58691,121.0614,853050,0.3756936,34.13443198290992,0.3367,False,0.0009425574639516793,0.00010687693010923843,0.0018619490104443582,0.043500000000000094,True,True
Goyang-si,KR,37.65639,126.835,1061752,0.1293693534595363,0.4425116350042231,0.6391,True,0.0009003048747226322,0.00046449210177193083,0.0009003048747226322,0.0,True,True
Tianshui,CN,34.57952,105.74238,1212791,0.2934561000002377,1.3275349050126124,0.562,False,0.0008961976667930874,0.000311055032618178,0.001594601778301499,0.0,True,True
Haiphong,VN,20.86481,106.68345,2625200,0.0714270100110461,4.53192950331885,0.3986,False,0.000875576889456664,-3.366235461207609e-05,0.0019457533547552512,0.11699999999999999,False,False
Changwon,KR,35.22806,128.68111,1025702,0.2072810476453046,1.6327153429465395,0.376,True,0.0008700584934065725,0.00014831212943343733,0.0016925404970798213,0.022499999999999964,True,True
Kaohsiung,TW,22.61626,120.31333,2737660,0.3681412361152513,1.1596856641489808,0.0956,False,0.0007876052972501935,-0.0005893739314591083,0.0021888046072442422,0.4155,False,False
Vadodara,IN,22.29941,73.20812,1822221,0.0722415566693286,8.30090791180288,1.6367,False,0.0007753986476834295,0.0002025649499052317,0.0014310177372404498,0.0020000000000000018,True,True
Langfang,CN,39.52079,116.71471,868066,0.1032498746941712,10.69657434958424,0.5703,True,0.0007721279813353507,0.0002566857307108813,0.0013174704850387182,0.0,True,True
Hanoi,VN,21.0245,105.84117,8053663,0.08338389,0.3662165255207696,0.1071,False,0.0007661094018628911,-0.002193941090389434,0.0026238545484459364,0.7110000000000001,False,False
Caloocan,PH,14.64953,120.96788,1712945,0.3198267016083664,0.091554131380235,0.4215,False,0.0007599218058339519,0.0007599218058339519,0.0007599218058339519,0.008999999999999897,True,True
Dongying,CN,37.46271,118.49165,998968,0.0850820200001394,1.1596856641489808,2.0596,True,0.0007503506881893704,0.0004929263375389294,0.0007503506881893704,0.0,True,True
Incheon,KR,37.45646,126.70515,3015482,0.1299214000302797,21.896696421759373,0.6391,True,0.0007501877106964039,0.00026892950144758734,0.0012369028753423032,0.0,True,True
Taiyuan,CN,37.86944,112.56028,4303673,0.1791104881897064,0.1373311970702957,0.6424,True,0.0007481143005881596,0.0006934087391053348,0.0007481143005881596,0.01550000000000007,True,True
Zhenjiang,CN,32.21086,119.45508,950516,0.05357852,9.048599984741031,0.1582,False,0.0007220839788225908,-0.0003598339920611121,0.001865970699476181,0.3334999999999999,False,False
Giza,EG,30.00944,31.20861,4367343,0.2299891999999745,17.608911268787722,0.1375,True,0.0007055680668900111,0.00010945981256279964,0.0013921614717881513,0.030000000000000027,True,True
Ankang,CN,32.68,109.01722,870126,0.0616723443335407,23.49889372091252,0.5842,False,0.0006825083072401414,0.00019543782211543619,0.0012248434299897421,0.0004999999999999449,True,True
Suwon,KR,37.29111,127.00889,1234582,0.1291057000001796,2.655069810025225,0.6391,True,0.000635915826218969,0.00022485533849818195,0.0011049711007059687,0.0,True,True
Pimpri-Chinchwad,IN,18.61867,73.80375,1727692,0.1354138,5.645838101777713,2.5294,False,0.0006171175405221656,0.00022326724104585616,0.0010910841725212603,0.0,True,True
Chiba,JP,35.6,140.11667,979768,0.7891407000048927,0.0762951094835102,1.0304,False,0.0006153195528436073,0.0006153195528436073,0.0006153195528436073,0.0,True,True
Cali,CO,3.43054,-76.5199,2392877,0.3503494944669512,0.106813153276903,0.1145,False,0.0006105155087874903,-0.0003694286458395174,0.0006105155087874903,0.35949999999999993,False,False
Barquisimeto,VE,10.0647,-69.35703,1240714,0.4172064835994755,19.62310215915164,1.5713,False,0.000598685464565641,0.00022317880414041537,0.0010451086370402902,0.0,True,True
Tangerang,ID,-6.17806,106.63,1912679,0.2445076999837557,0.7324330510414825,0.2499,False,0.0005862220146996139,-1.036897514979511e-05,0.0012504614267452383,0.11099999999999999,False,False
Mysuru,IN,12.29791,76.63925,920550,0.0643349354158487,3.189135576409569,2.2097,False,0.0005723038697131215,0.00020097881939564068,0.0008395328968500435,0.0,True,True
Bucheon-si,KR,37.49889,126.78306,850731,0.1299450930209851,3.570611123827007,0.6391,True,0.0005712313484870016,0.00020003694478143622,0.0009909100519071895,0.0,True,True
Tripoli,LY,32.88743,13.18733,1302947,0.0913415484777827,13.488975356679646,0.2372,True,0.000565061368337158,0.00011883106374745573,0.0010954979640199105,0.010000000000000009,True,True
Beirut,LB,33.89332,35.50157,1916100,0.3636114465008213,19.30266269932099,0.1822,True,0.0005301694941249047,-4.2965875097498296e-05,0.0011539892591182711,0.15050000000000008,False,False
Yibin,CN,28.7593,104.63994,836340,0.2324686612517436,67.002365148394,0.7861,False,0.0005162069294723098,0.0001457609461879535,0.0009278182293975506,0.0015000000000000568,True,True
Havana,CU,23.13302,-82.38304,2163824,0.0697232325262081,4.592965590905635,0.1134,False,0.0005034226792101637,4.3504630703865296e-05,0.0010203724338940737,0.06299999999999994,True,True
Guwahati,IN,26.1844,91.7458,962334,0.5471443669493168,11.734187838559592,0.0952,True,0.0005028785885829723,-0.0038115577722043575,0.0047189884872142806,0.9105000000000001,False,False
Dhaka,BD,23.7104,90.40744,10356500,0.1949473000000002,0.4882887006943406,0.0607,True,0.0005018660920940166,-0.00836032912515466,0.004039465985437141,0.9470000000000001,False,False
San Jose,US,37.33939,-121.89496,997368,0.5581442998560356,1.2207217517357662,0.9056,True,0.0004964263500330801,4.1933674113270494e-05,0.0006725883656629392,0.052000000000000046,True,True
Kota,IN,25.18254,75.83907,1001694,0.0572934900065894,26.108186465247627,0.5691,False,0.0004910960821240262,-7.974285590479305e-05,0.0011051613465398655,0.18599999999999994,False,False
Jiaozuo,CN,35.23925,113.23914,865413,0.0894723600000021,4.974441138323073,2.4451,True,0.0004495476012168001,0.0001540478204035042,0.0008058822757498986,0.0,True,True
Taipei,TW,25.05306,121.52639,7871900,0.3369818386905979,0.2288853284504739,0.0507,False,0.0004195205423698223,-0.0009367516973735223,0.001894358063716961,0.6665000000000001,False,False
Agra,IN,27.18333,78.01667,1430055,0.0807868441135139,16.983291371023142,0.1594,True,0.00041304537317118917,-0.001717400600416856,0.0026945205828749035,0.79,False,False
New Taipei City,TW,25.06199,121.45703,4004367,0.3321715041340599,0.5188067444877333,0.0507,False,0.00041062706310257546,-0.0009592436771925893,0.0017061431927624894,0.687,False,False
Linyi,CN,35.06306,118.34278,2743843,0.0818507500000001,0.5951018539711868,0.8114,True,0.0003796795217104777,0.00014324544845553626,0.0003796795217104777,0.0009999999999998899,True,True
Bekasi,ID,-6.2349,106.9896,2564940,0.2359025999999658,0.793469138628268,0.2499,False,0.00036952910616392526,-1.5281822307495295e-05,0.0008120990981101464,0.12050000000000005,False,False
Pimpri,IN,18.62292,73.80696,1284606,0.1354138,5.645838101777713,2.5294,False,0.00035919719658200015,0.0001274083604583769,0.0006371388735635751,0.0,True,True
Bhubaneswar,IN,20.27241,85.83385,885363,0.0658473024412692,13.229571984435836,1.3414,False,0.0003474043925275382,7.139984301811629e-05,0.0006828435154962073,0.016000000000000014,True,True
Pingdingshan,CN,33.73091,113.31554,979130,0.0720692848428089,0.1525902189670205,0.2273,True,0.00034725850295594385,-0.00034476129823854813,0.00034725850295594385,0.39250000000000007,False,False
Ulsan,KR,35.53722,129.31667,1098421,0.1786687466094599,0.106813153276903,0.1467,True,0.0003399052354951526,-0.00010078645172973132,0.0003399052354951526,0.2124999999999999,False,False
Natal,BR,-5.795,-35.20944,896708,0.0874660044554751,26.214999618524477,0.3037,False,0.0003325867328523649,0.00012419458752749613,0.0005651338887189238,0.0,True,True
Antipolo,PH,14.62578,121.12251,913712,0.3849308817020014,0.3967345693141624,0.3367,False,0.00033141985226434884,4.701257432291259e-05,0.0003908803154227189,0.038000000000000034,True,True
Wenzhou,CN,27.99942,120.66682,2650000,0.0686242899999701,0.0457770656901175,0.2598,False,0.00033060228889042476,0.0002252022240566587,0.00033060228889042476,0.03750000000000009,True,True
Panjin,CN,41.121,122.0739,1166481,0.1240245000000066,0.9460593575952316,1.571,True,0.0003149296385248114,0.00020657433093357628,0.0003149296385248114,0.0,True,True
Managua,NI,12.13282,-86.2504,973087,0.6997626999999993,0.5951018539711868,0.5376,True,0.0002791380982256342,-2.0822950800446715e-05,0.00030928222232040614,0.14549999999999996,False,False
Ottawa,CA,45.41117,-75.69812,1017449,0.1030978999999999,13.519493400473038,0.1017,False,0.00027199250242750106,-0.000579917336220577,0.001157969410634285,0.655,False,False
Beijing,CN,39.9075,116.39723,18960744,0.1370146489373686,5.218585488670215,0.5703,True,0.0002529408037319717,8.536362684613057e-05,0.00044659761045724483,0.0,True,True
Xi’an,CN,34.25833,108.92861,9600000,0.1007263999999999,8.6366063935302,0.4515,True,0.00025151179935849546,7.72506997488152e-05,0.0004475284629426176,0.0004999999999999449,True,True
Jepara,ID,-6.5924,110.671,1257912,0.1135043000000001,0.0305180437934495,0.4829,False,0.00024401756337893987,0.00024401756337893987,0.00024401756337893987,0.014000000000000012,True,True
Zigong,CN,29.34162,104.77689,1262064,0.209717,0.9918364232852924,0.9115,False,0.00024214625137560647,7.48659079897334e-05,0.00026383694732508983,0.0004999999999999449,True,True
Busan,KR,35.10168,129.03004,3285147,0.1661660969867312,28.53437094682232,0.139,False,0.00023052545644945688,-2.961295205615027e-05,0.0005285626858169876,0.1705000000000001,False,False
Daegu,KR,35.87028,128.59111,2365523,0.212614409616326,2.532997634851654,0.1467,True,0.0002178919657160952,-4.738158337195125e-05,0.0005185310712878858,0.2015,False,False
Bengaluru,IN,12.97194,77.59369,8495492,0.1020980081948443,4.119935912108076,2.6353,False,0.00021418372523291295,7.655866955664931e-05,0.00034334223673664933,0.0,True,True
Kingston,JM,17.99702,-76.79358,937700,0.3996163345675977,0.0305180437934495,0.2704,False,0.00016362884800588673,0.00016362884800588673,0.00016362884800588673,0.0,True,True
Medan,ID,3.58333,98.66667,2435252,0.1908047019318471,0.1831082627604132,1.2442,False,0.00015219602330251297,0.00015219602330251297,0.00015219602330251297,0.0,True,True
South Tangerang,ID,-6.28862,106.71789,1404785,0.2550163,1.2359807736324342,0.2499,False,0.0001452925843284797,-5.6633523517967195e-06,0.0003115024032867932,0.123,False,False
Setagaya,JP,35.64188,139.64715,940071,0.6109242,0.0305180437934495,1.5877,False,0.00013755961943143213,0.00013755961943143213,0.00013755961943143213,0.0,True,True
Sendai,JP,38.26667,140.86667,1096704,0.358443995853743,14.785992217898864,0.1848,False,0.00012602060902873122,-7.861829944299652e-05,0.0003629383210550558,0.377,False,False
Bogotá,CO,4.60971,-74.08175,7674366,0.2128795999903159,0.8545052262150534,0.3176,True,0.00012028902837377467,8.971757932850203e-07,0.0002612947540153967,0.09699999999999998,True,False
Luoyang,CN,34.67345,112.43684,1390581,0.09239673,10.86442359044787,1.4284,True,9.478375575265922e-05,2.8451380527695074e-05,0.0001725018865570252,0.0004999999999999449,True,True
Palembang,ID,-2.91673,104.7458,1668848,0.0647146814960711,0.3967345693141624,0.0212,True,9.042149292762258e-05,-0.0009522385945874123,0.0010529707629897828,0.8955,False,False
Baoji,CN,34.36775,107.23705,1437802,0.2637275969052465,69.19966430151828,0.4814,False,8.616546833398013e-05,2.7374232947271518e-05,0.00014949637763100613,0.0,True,True
Al Başrah al Qadīmah,IQ,30.50316,47.81507,2015483,0.0807779799930052,0.106813153276903,0.0194,True,8.563931653143841e-05,-0.0006747978514863125,0.00047198624103889086,0.8654999999999999,False,False
Kennedy,CO,4.6165,-74.14597,979914,0.209905099994845,3.4943160143434966,0.3176,True,6.96374397448048e-05,1.914682824359031e-06,0.00015314807988613672,0.08800000000000008,True,False
Basrah,IQ,30.50852,47.7804,1326564,0.0802772099999999,1.129167620355588,0.0194,True,6.284218389836227e-05,-0.000536374180463136,0.0006473403597988057,0.8734999999999999,False,False
Khulna,BD,22.80979,89.56439,1500689,0.1785707941310001,4.364080262455218,0.6085,True,6.173769196178179e-05,-3.6399457566724814e-05,0.00016826604311788386,0.3640000000000001,False,False
Xinxiang,CN,35.19033,113.80151,1047088,0.0947264799999963,8.072022583352464,2.2778,True,5.6755516451558515e-05,1.8903826858062e-05,0.00010264386643309273,0.0,True,True
Jinzhong,CN,37.68403,112.75471,1226617,0.1660062000160998,19.43999389639129,0.6424,True,5.542377266519764e-05,1.0828303741720153e-05,0.00010592047866829894,0.010000000000000009,True,True
Sholapur,IN,17.67152,75.91044,997281,0.1578071376906078,10.727092393377632,2.7252,False,5.45804768456626e-05,1.9556750409579385e-05,9.625853792857327e-05,0.0,True,True
