name,country,dP,dP_lo,dP_hi,p_two,p_two_zero_aware,zero_exact_dP,fdr_sig,fdr_bh_zero_aware,fdr_by_zero_aware,material_bh_zero_aware,material_by_zero_aware
Rohini,IN,-0.0031157366630228,-0.0055608427013886,-0.0005994433806034,0.0185,0.0185,False,True,True,False,False,False
Anqing,CN,-0.0032250734790999,-0.0069603266215168,3.3306690738754696e-16,0.124,0.124,False,False,False,False,False,False
Niigata,JP,-0.0034359910290833,-0.0061704708228575,-0.0010020278703774,0.001,0.001,False,True,True,True,False,False
San Francisco,US,-0.0037395549434221,-0.0078360229018302,-0.0001859330755958,0.074,0.074,False,True,False,False,False,False
Guadalajara,MX,-0.0037921671925452,-0.0063788784594663,-0.0013566773495619,0.0,0.00024993751562109475,False,True,True,True,False,False
Mosul,IQ,-0.003823520628428,-0.0067303943940812,-0.0010362661211535,0.0025,0.0025,False,True,True,True,False,False
Pest,HU,-0.0038863109117462,-0.006880978777887,-0.0011959561149553,0.0015,0.0015,False,True,True,True,False,False
Bayan Nur,CN,-0.0042411337674424,-0.0072119275960323,-0.0016960185757149,0.0,0.00024993751562109475,False,True,True,True,False,False
Rangpur,BD,-0.0051411198019189,-0.0112239080686437,0.0005236888568471,0.1485,0.1485,False,False,False,False,False,False
Diyarbakır,TR,-0.0055730278091667,-0.0098053716123281,-0.0017653521782096,0.0,0.00024993751562109475,False,True,True,True,False,False
Turin,IT,-0.0058121023331525,-0.009701945002112,-0.0021619729666763,0.0,0.00024993751562109475,False,True,True,True,False,False
Puebla,MX,-0.006715498408346,-0.0112416530416738,-0.0023980009057791,0.0,0.00024993751562109475,False,True,True,True,False,False
Seattle,US,-0.0067245943704312,-0.0120283033292774,-0.0017603242673745,0.0035,0.0035,False,True,True,True,False,False
Srinagar,IN,-0.0086285932427188,-0.013873612663999,-0.0035178658510327,0.0,0.00024993751562109475,False,True,True,True,False,False
Faridabad,IN,-0.0096483135253369,-0.01813399919476,-0.0018341115807303,0.0205,0.0205,False,True,True,False,False,False
Delhi,IN,-0.0113766608006131,-0.0215404015330639,-0.0021241040234326,0.0175,0.0175,False,True,True,False,True,False
Lahore,PK,-0.0140276495434888,-0.0226527665302359,-0.0058761489671956,0.0,0.00024993751562109475,False,True,True,True,True,True
Ludhiana,IN,-0.0153533212038833,-0.0237705878345954,-0.0066860327121801,0.0,0.00024993751562109475,False,True,True,True,True,True
